Mushroom poisoning;Ukraine
Equine influenza;Australia
Avian influenza;Canada, United States
Swine vesicular disease;Italy
COVID-19;Russia
Avian influenza;Togo
Epizootic ulcerative syndrome;Australia
Rift Valley fever;Uganda
Oyster herpesvirus;New Zealand
Rift Valley fever;Kenya
Avian influenza;South Korea
Bovine tuberculosis;Belgium
Lassa fever;Nigeria
Influenza;Europe
Nil;Europe
Nil;United Kingdom
Avian influenza;United States
Heroin;United Kingdom
Avian influenza;Thailand
Nil;Nil
Leishmaniasis;Argentina
Mumps;United States
Jamestown Canyon virus;United States
Yellow fever;Brazil
Avian influenza;Japan
Nil;India
BSE;Canada
Rabies;United States
Streptococcus suis;China
E. coli;United Kingdom
Tularemia;Turkey
Chikungunya;American Samoa
Zika virus;Australia, Cook Islands
Rough dwarf disease;Kenya
Dengue;Nil
West Nile virus;United States
Salmonella paratyphi B;Europe, Turkey
Nil;Nil
SARS;Nil
MERS-CoV;Saudi Arabia
Chikungunya;Caribbean
Babesiosis;India
Crimean-Congo hemorrhagic fever;Pakistan
Tuberculosis;Myanmar
Poliomyelitis;Afghanistan
COVID-19;Nil
Influenza;Nil
Anthrax;Argentina
Haemophilus influenzae;Canada
Rabies;Equatorial Guinea
Tuberculosis;United States
Mango decline;Oman
Plague, bubonic;Malawi, Mozambique
Ebola;Nil
Schmallenberg virus;Finland, Europe
Japanese encephalitis;Nepal
Nil;Nil
Brown spot, rice;Bhutan
Avian influenza A/H5;Nil
Cholera, diarrhea & dysentery;Martinique, Haiti
Yellow fever;Brazil
Anthrax;Peru
Nil;Nil
Anthrax vaccine;Nil
Brucellosis;Uganda
Hantavirus;USA, Canada
Mikrocytos mimicus;United Kingdom
West Nile virus;India
Epizootic hemorrhagic disease;USA
Avian influenza;Mexico
Hepatitis E;Democratic Republic of the Congo
Avian influenza;Chile
Enterovirus 71;Japan
Chemical weapons;Syria
Hand, foot & mouth disease;USA
Crimean-Congo hemorrhagic fever;South Africa
Legionellosis;United Kingdom
Undiagnosed encephalitis;Malaysia
Dengue;Vanuatu, Pacific islands
Avian influenza;Nil
Japanese encephalitis;Viet Nam
MERS-CoV;Saudi Arabia
Human metapneumovirus;Ireland
Avian influenza;China
Jamestown Canyon virus;USA
Rabies;Africa, Asia
Marburg hemorrhagic fever;Angola
Anthrax;Kenya
Influenza;Nil
Candida auris;Canada
Cholera, diarrhea & dysentery;Africa
Poliomyelitis;Saudi Arabia
Unexplained deaths, canine;United Kingdom
Plague;USA
Dengue;Ecuador
Ebola virus disease;West Africa
CJD (new variant);Netherlands
Avian influenza;Bangladesh
Malaria;Austria, Indonesia
Mycobacterium ulcerans;Congo
Avian influenza;China
Pet food, toxic, fatal;USA, Canada
Low pathogenic avian influenza (H9N2), human;Bangladesh
Botulism;Nigeria
Downy mildew;United States of America
Influenza;United States of America
Nil;Ethiopia
Salmonellosis;United States of America
MERS-CoV;Saudi Arabia
Malaria;India
Tick-borne encephalitis virus;Netherlands
Citrus canker;United States of America
Vaccinia;Brazil
Malaria;India
Bacterial spot disease;Turkey
Avian influenza;Estonia
Bluetongue;United Kingdom, Netherlands
Eastern equine encephalitis;United States of America
Stem rust;Germany
Melioidosis;Australia
Viral conjunctivitis;Dominican Republic
Hepatitis A;United States of America
Non-tuberculous mycobacteria;Australia
Bluetongue;France
Avian influenza;Indonesia
Minamata disease;Brazil
Head lice;Nil
Animal diseases;European Union
Crimean-Congo hemorrhagic fever;Bulgaria
Hepatitis E virus;Uganda
Hemorrhagic conjunctivitis;Cuba
White nose syndrome;North America
Crimean-Congo hemorrhagic fever;Russia
Leprosy;Papua New Guinea
Poxvirus;Liberia
Melamine contamination;Nil
Poliomyelitis;Afghanistan, Angola, Ghana, Myanmar
COVID-19;United Kingdom
Yellow fever;Brazil
Meningococcal disease;Brazil
Prion disease;Nil
Hantavirus;China
Dengue, DHF;Americas, Asia
Hepatitis B;Bhutan
Late blight;India
Yellow fever;Nigeria
Hand, foot & mouth disease;Malaysia, Singapore
Food poisoning;Mozambique
Lassa fever;Nigeria
Rabies;Philippines
Ebola hemorrhagic fever;Democratic Republic of the Congo
Salmonellosis;United States of America
Phytophthora crown rot;Chile
Malaria;Tajikistan
Vesicular stomatitis;United States
Equine herpesvirus;United States
Typhoid fever;Democratic Republic of the Congo
Bluetongue;Greece
Lassa fever;Ghana
Avian influenza;Turkey, Bangladesh
Bas-Congo virus, viral hemorrhagic fever;Democratic Republic of the Congo
Avian influenza;India
Rice blast;United States
Encephalitis, enterovirus 71;Malaysia
Eastern equine encephalitis, Venezuelan equine encephalitis;Venezuela
Plague;United States
Nil;Canada
Trypanosomiasis;Bolivia
Malaria;Cyprus
Nil;Nil
West Nile virus;Tunisia
Rabies;Russia
Tuberculosis;Netherlands
Anthrax;India
Meningococcal meningitis;Nil
Rabies;United States
Plague;United States
African swine fever;Tanzania
Rift Valley fever;Sudan
Salmonellosis;Sweden
Avian influenza;Nigeria
Meningococcal disease;India
MERS-CoV;Saudi Arabia
Cholera, diarrhea & dysentery;Nil
Newcastle disease;Serbia, Montenegro
COVID-19;Greece
Trichinellosis;Russia
Brucellosis;United States
Coxsackie B4 & diabetes;Nil
Rickettsiosis;Mexico
Botulism;Canada
Crimean-Congo hemorrhagic fever;Pakistan
Cholera;South Africa
Hantavirus;Canada
Typhus;Ukraine
Anthrax;Bangladesh
Anthrax;Zimbabwe
Phytophthora dieback;United Kingdom
Peste des petits ruminants;Algeria
Pseudorabies;Germany
COVID-19;China
Plague;United States
Dengue, DHF;Nil
Brucellosis;USA
Nil;Nil
Botulism;Italy
Malaria, artemisinin resistance;Africa, Southeast Asia
Acute respiratory syndrome;Sudan
Nil;USA
Influenza;Nil
BSE;France
Hantavirus pulmonary syndrome;USA
Chikungunya;Pakistan
Avian influenza;USA
Unexplained dialysis;multicountry
Seasonal influenza;China
Avian influenza;Viet Nam
Syphilis;USA
Koi herpesvirus disease;Spain
Poliomyelitis;India
Avian influenza;Indonesia
East African cassava mosaic virus;Sudan
Yellow fever;Liberia
Avian influenza;Japan
African swine fever;Ukraine
Invasive tick;USA
Influenza pandemic;Nil
Avian influenza;Canada, USA
Polio-like illness;USA
Nil;Nil
African swine fever;India
Foot & mouth disease;Taiwan
Paramyxovirus infection;UK
Salmonellosis;USA
Anthrax;Russia
Measles;Macedonia, New Zealand, UK
Ebola;Nil
Psittacosis;Netherlands, Brazil
Avian influenza;Viet Nam, Cambodia
Anthrax;Armenia
Shark die-off;USA
Hemorrhagic disease;Kenya
Wohlfahrtiimonas bacteremia;USA
Rabies;USA
Avian influenza;China
Ebola-Reston;Philippines
West Nile virus;USA
Serous meningitis;Russia
Rabies;USA
Dengue;Brazil
Lyme disease;USA
Conjunctivitis;Mexico
Ebola;Sierra Leone
Nil;USA
Pertussis;Afghanistan
Hand, foot & mouth disease;Malaysia
E. coli O157;USA
Salmonellosis;USA
Avian influenza;South Korea, Nigeria, United Kingdom
Plum pox virus;Argentina
Grapevine pinot gris virus;Australia
Hantavirus pulmonary syndrome;USA
Ebola;Democratic Republic of the Congo
Plague;USA
Avian influenza;USA
Hepatitis A;USA
Anthrax;Cote d'Ivoire
Foot & mouth disease;Libya
Streptococcus suis;Spain
African swine fever;Russia
Nil;Nil
White nose syndrome;USA
Avian influenza;Russia, Sweden, China
Nil;Nil
Helicobacter infection;Nil
African swine fever;China
Dengue;Nil
Salmonellosis;USA
Anthrax;Bangladesh
Typhoid fever;India
Lassa fever;Guinea
Salmonellosis;Sweden
Ryegrass staggers;Australia
Hand, foot & mouth disease;China
Giardia;Australia
African swine fever;Russia
Clostridium difficile;Canada
Leishmaniasis;Argentina
Pseudorabies;France
Puumala virus;Belgium
Hepatitis A;Russia
Freckle disease;Australia
Malaria;Burundi
Rabbit hemorrhagic disease;USA
Anthrax vaccination;USA
Cholera;Uganda
Meningitis;Italy
Foot & mouth disease;Taiwan
Yellow fever;Ghana
Dengue;Bangladesh
Foodborne illness;Egypt
Red blotch, grapevine;USA
Epizootic hemorrhagic disease, bovine;Israel
Gummy stem blight;Trinidad & Tobago
Plague;USA
Salmonellosis;Thailand
Anthrax;Kenya
Avian influenza;Togo, Lao People’s Democratic Republic
Plague, pneumonic;Uganda
Salmonellosis;USA
Norwalk-like virus;United Kingdom
Rabies, vampire bat;Peru
Measles;Malawi
Rabies;USA
West Nile virus;Mexico
Anthrax;Viet Nam
Trypanosomiasis, bovine;Uganda
Avian influenza, H7N9;China
Chikunguya;Gabon
Foot & mouth disease, bovine;Japan
Legionellosis;Netherlands
Hepatitis A;USA
Botulism, equine;Canada
Legionellosis;USA
West Nile virus;USA
Avian influenza, HPAI H5N1;Nepal
Creutzfeldt-Jakob disease;Italy
Capnocytophaga infection;United Kingdom
BSE, bovine;United Kingdom
Antibiotic resistance;USA
Measles;Nil
E. coli, hemolytic uremic syndrome;USA
Rabies;Peru
Measles;Greece
Nipah virus;Malaysia
Crimean-Congo hemorrhagic fever;Pakistan
Pfiesteria;USA
Influenza pandemic (H1N1) 2009;Nil
Chlorine gas leak;China
Avian influenza, LPAI H7N9;China
Anthrax;Zimbabwe
Chikungunya;Indonesia
Hantavirus;Chile
Human enterovirus D68;Nil
Food security;Nil
Anthrax;Benin
Cauliflower mosaic virus;Iran
Avian influenza, human;Indonesia
Vesicular stomatitis;Nil
Shigellosis;Central African Republic
Avian influenza, LP H5N8;USA
Ebola virus disease;Nil
Rabies;Canada 
Cholera, diarrhea & dysentery;Nil 
Undiagnosed disease, potato wart disease;Bulgaria 
Syphilis;USA 
Anthrax, rabies;Kazakhstan 
Typhoid fever;Zambia 
West Nile virus;USA 
Salmonellosis;United Kingdom (Scotland) 
Undiagnosed disease, cucumber;New Zealand 
Undiagnosed die-off, bat;USA 
Eastern equine encephalitis;USA 
Nil;Nil 
Anthrax;India (West Bengal) 
Glanders;Lebanon 
Nil;Nil 
Murine typhus;USA 
Chronic wasting disease;USA 
Anthrax;Zimbabwe 
Crimean-Congo hemorrhagic fever;Spain 
Ebola hemorrhagic fever;Uganda 
Salmonellosis;United Kingdom (Scotland) 
Measles;United Kingdom (England and Wales) 
Yellow fever;South America 
Avian influenza;Russia 
Chikungunya;New Caledonia 
Listeriosis;USA 
HIV;Kyrgyzstan 
Conjunctivitis;South Korea 
Unidentified disease;Rwanda 
Monkeypox;Democratic Republic of the Congo 
Influenza;Nil 
Nil;USA 
Salmonellosis;USA 
Mare reproductive loss syndrome;USA 
Infectious disease statistics;Czech Republic 
Equine influenza;Australia 
Schmallenberg virus;Germany 
Cutaneous & renal glomerular vasculopathy;United Kingdom (England) 
COVID-19;China, South Korea 
Botulism;USA 
Hantavirus;USA (Colorado) 
Foot & mouth disease;Zimbabwe 
Rhinosporidiosis;India 
Anthrax;USA 
Dengue;Nil 
Classical swine fever;Romania 
Eastern equine encephalitis;USA 
African swine fever;China, Vietnam, Cambodia 
Cholera, diarrhea & dysentery;Asia (Yemen) 
Avian influenza;Cameroon
Ebola;Democratic Republic of the Congo
Prion disease;Nil
Rabies;USA
Leishmaniasis;South Sudan
Bluetongue;Switzerland
Antibiotic resistance;USA
Measles;Nil
Rabies;Nil
E. coli EHEC;USA
Dengue/DHF;China
Viral hemorrhagic fever;Gabon
Hantavirus;Mexico
Salmonellosis;USA
Enterovirus 71;China, Hong Kong
Vibrio parahaemolyticus;Chile
Dengue/DHF;Nil
Swine fever;United Kingdom
Poliomyelitis;Israel
West Nile virus;USA
Lumpy skin disease;Afghanistan
Streptococcus suis;China
Anthrax;USA
Eastern equine encephalitis;USA
Trypanosomiasis, African;Angola
Measles;Bulgaria
Encephalitis;USA
Malaria;India
Leishmaniasis;Libya
Hepatitis E;Japan
Avian influenza;Viet Nam
Avian influenza;Sweden, Finland
Hepatitis E virus;USA
Hepatitis E;China, Hong Kong
Measles;Namibia, Angola, South Africa
Nil;Nil
Avian influenza;Nil
Southern rust;USA
European foulbrood;Romania
Equine infectious anemia;France
Anthrax;Germany
Foot & mouth disease;China
Malaria;Italy
Anthrax;Uganda
Salmonellosis;New Zealand
Dengue/DHF;Nil
Undiagnosed febrile illness;Sri Lanka
Capillariasis;Philippines
E. coli O157;USA
Ebola;Democratic Republic of the Congo
Legionnaire's disease;Nil
West Nile virus;United States 
Staphylococcus aureus;United States 
Rabies;South Africa 
Nil;Nil 
Nipah virus;Bangladesh 
Dengue fever;Americas, Asia 
Yellow fever;Brazil 
Yellow fever;Côte d'Ivoire 
Ebola hemorrhagic fever;Uganda 
Ebola virus disease;West Africa, Nigeria, United States 
Hantavirus;Chile 
Rabies;United States 
Japanese encephalitis;India 
Bluetongue;Italy 
Foodborne illness;Spain 
Viral gastroenteritis;Nil 
Anthrax;Bangladesh 
Lumpy skin disease;Russia 
Bacillus cereus;Africa 
Soilborne rye mosaic virus;United States 
Salmonellosis;United States 
Measles;Poland 
Alcohol poisoning;India 
Schmallenberg virus;Ireland 
Avian influenza;United States 
Plague;Madagascar 
West Nile virus;United States 
Tomato chlorosis virus;Nil 
Vesicular stomatitis;United States 
Downy mildew;India 
Avian influenza;Canada, United States 
Glanders;Turkey 
Plague;Zambia 
E. coli;United Kingdom 
Asian greening;Panama 
Red ring disease;Trinidad and Tobago 
West Nile virus;Western Hemisphere 
Cholera, diarrhea & dysentery;Nil 
Oyster herpesvirus;France 
Middle East Respiratory Syndrome Coronavirus (MERS-CoV);Saudi Arabia 
Avian influenza;China 
Foot and mouth disease;Brazil 
Hepatitis C;Nil 
Avian influenza;Côte d'Ivoire 
Avian influenza;Bangladesh, Cambodia, Egypt 
Avian influenza;Iran 
Rabies;Israel 
Yellow fever;Brazil 
Undiagnosed illness;Kenya 
Influenza pandemic (H1N1);Nil
BSE;United States of America
Avian influenza;Viet Nam
Newcastle disease;Australia
Nil;Philippines
Aflatoxin poisoning;Kenya
Trypanosomiasis;Pakistan
BSE;France
Yellow fever;Angola, Democratic Republic of the Congo
Influenza A (H1N1);Nil
Dengue/DHF;Nil
Leptospirosis;United States of America
COVID-19;United States of America
Leptospirosis;Fiji
Ebola virus disease;India
Madariaga virus;Venezuela
COVID-19;United States of America
African swine fever;Togo
Herpes B virus;United States of America
Influenza;United States of America
COVID-19;India
Ebola;Nil
Rabies;India
Measles;United States of America
Influenza;United States of America
Measles;Italy
Hantavirus;Chile
Hepatitis A;Canada
Rabies;United States of America
Malaria;Indonesia
Salmonellosis;United States of America
Equine infectious anemia;United Kingdom
Nil;Ecuador
Usutu virus;Nil
Elephantiasis;Colombia
Herpesvirus;United States of America
Rotavirus;Ukraine
Norwalk-like virus;Ireland
Malaria;Thailand, Cambodia, Vietnam
Tomato mottle mosaic virus;China
Avian influenza;China
Avian influenza;Nil
SARS;China
Influenza A;United States of America, Canada
Lumpy skin disease;Greece
Venezuelan equine encephalitis;Honduras
Malaria;Botswana
Scrapie;United States of America
Foot & mouth disease;Japan
Avian influenza;China
Hemorrhagic fever with renal syndrome;Russia
Foot & mouth disease;Viet Nam
Anthrax;Kyrgyzstan
Schistosomiasis;Liberia
Melioidosis;Australia
Shigellosis;USA
COVID-19;Brazil
Influenza;Namibia
Foot & mouth disease;United Kingdom
Avian influenza;Switzerland
Nil;China
Coronavirus;China, Italy, Russia, United Kingdom
Avian influenza;Indonesia
Foot & mouth disease;Russia, Kazakhstan
Bluetongue;United Kingdom, Switzerland
Rabies;United Kingdom
Influenza pandemic (H1N1);USA
Coccidioidomycosis;USA
Simian foamy virus;Bangladesh
Ebola virus disease;Uganda
Nil;USA
Nil;Australia
Norovirus;USA
Yellow fever;Central African Republic
Influenza A;Australia
West Nile virus;United Kingdom
COVID-19;India
Nil;South Korea
Lassa fever;Nigeria
Yellow fever;Americas
Rabbit hemorrhagic disease;Canada
Foot & mouth disease;Malawi
Rabies;Honduras
Mycoplasma gallisepticum;USA
Poliomyelitis;Afghanistan, Pakistan
Buruli ulcer;West Africa
Dengue, DHF;Asia, Pacific
Ebola;Congo DR
Avian influenza;Mexico
Undiagnosed illness;India
Avian influenza;Indonesia
Shigella;Nil
Dioxin gas alert;Belgium, Netherlands
Measles;Europe, USA
Rabies;Asia, Lebanon, Israel
Undiagnosed deaths;India
Crimean-Congo hemorrhagic fever;Turkey
Ebola;Congo DR
Rabies;USA
Leishmaniasis;French Guiana
Rabies;Kyrgyzstan
Avian influenza;Israel
E. coli EHEC;United States
Avian influenza;Viet Nam
MERS-CoV;Saudi Arabia, South Korea
Dengue/DHF;Americas
Schmallenberg virus;Europe
Anthrax;Nil
Tuberculosis;United States
Sclerotinia;Canada
Hepatitis A;United Kingdom
Legionellosis;United Kingdom
Rabies;Swaziland
Pneumonia;United States
Avian influenza;Thailand
Malaria;Namibia
Influenza;Nil
Varroosis;Mauritius
Bovine tuberculosis;United States
Yellow fever;Paraguay
Chickenpox;India
Rabbit hemorrhagic disease;Italy
Avian influenza;China (Hong Kong)
Hepatitis A;Mexico
MERS-CoV;Austria, Saudi Arabia
Porcine epidemic diarrhea;Canada
Fish mortality;South Africa
Salmonellosis;Sweden
Foot & mouth disease;Palestinian Authority
CJD or nvCJD diagnosis;United States
Gyrodactylus salaris;Sweden
Pepper chat fruit viroid;Australia
Trichinellosis;New Zealand
Bovine ephemeral fever;Australia
Influenza;Nil
African swine fever;Russia
Bovine tuberculosis;Canada
Rabies;Mexico
Avian influenza;Israel
Salmonellosis;United States
Monkeypox;Nil
Chikungunya;Italy
MERS-CoV;Saudi Arabia
Undiagnosed illness, feline;United States
Meningitis, meningococcal;Niger
Avian influenza;France
Diphtheria;Paraguay
Avian influenza;Israel, Palestinian Authority
Citrus canker;United States
Alternaria leaf blight;Pakistan
Invasive mosquito;United States
Creutzfeldt-Jakob disease;France
Babesiosis;Romania
Monkeypox;Liberia
Middle East respiratory syndrome coronavirus (MERS-CoV);Saudi Arabia
Foot & mouth disease;Brazil
Contagious equine metritis;United States
West Nile virus;United States
Campylobacteriosis;United States
Salmonellosis;United States, Canada
Foot & mouth disease;Brazil
Nil;Vietnam
Arenaviruses;Nil
Cholera;Bhutan
Measles;Nil
Typhoid fever;Russia
Black spot;European Union
Avian influenza;Australia
Pea necrotic yellow dwarf virus;Germany, Austria
Nil;Spain
Escherichia coli;United States
Botulism;United States
Classical swine fever;Israel
Viral gastroenteritis;Nil
Lassa fever;Nigeria
Fusarium wilt;Canada
Poult enteritis mortality syndrome;United States
Meningitis;Chad
Rabies;United States
Poliomyelitis;Russia
Botulism;United States
Chikungunya;American Samoa
Equine infectious anemia;France
Escherichia coli;United States
Citrus canker;United States
Scrapie;Iceland
Streptococcus suis;China
African swine fever;Russia
Coccidioidomycosis;Nil
White nose syndrome;Canada
Avian influenza;United States
Avian influenza;Portugal
Foot & mouth disease;Nepal
Equine viral arteritis;Nil
COVID-19;Nil
Rift Valley fever;Uganda
Malaria;Greece
Rabies;Indonesia
Japanese encephalitis;India
Middle East respiratory syndrome coronavirus (MERS-CoV);Saudi Arabia
Foot & mouth disease;Hungary
Smut;Uganda
Influenza;Nil
Ebola virus disease;Guinea, Liberia
Chikungunya;India
Caprine arthritis/encephalitis;Poland
Poliomyelitis;Afghanistan, Pakistan, Papua New Guinea
Undiagnosed disease;China
Chikungunya;India
Avian influenza;Indonesia
Swine vesicular disease;Italy
Rabies;Tunisia
Screwworm myiasis;Yemen
Poliomyelitis;Nil
Diphtheria;Bangladesh, Myanmar
Q fever;Netherlands
Swine vesicular disease;Italy
Food poisoning;South Africa
Poisoning;Japan
Anthrax;Croatia
Influenza;China, Hong Kong
Avian influenza;Germany
African swine fever;Poland
Japanese encephalitis;Myanmar
Measles;Norway, United Kingdom
Pertussis;USA
Salmonellosis;Canada
Anthrax;Georgia
Hantavirus;USA
Asian soybean rust;Canada
Influenza;Vietnam
Botulism;Brazil
Canine distemper;USA
Vulture die-off;India, Pakistan, Nepal
Rotavirus;India
Cholera;USA
Poliomyelitis;Afghanistan
Heartland virus;USA
Avian influenza;Cambodia, Egypt
Foot & mouth disease;United Kingdom
Cholera;El Salvador
Hendra virus;Australia
Dengue, Dengue Hemorrhagic Fever;Nil
Nil;Nil
Rabies;Nil
Japanese encephalitis;Taiwan
Rabies;USA
Anthrax;Iraq
Conjunctivitis;Vietnam
Chikungunya;Comoros
Pertussis;USA
BSE;United Kingdom
Avian influenza;Nil
Rabies;Germany
Chikungunya;India
California encephalitis,Equine;USA
COVID-19,GB syndrome;Nil
Botulism;Canada
Avian influenza;Myanmar
Encephalitis,West Nile Virus;Greece
Peste des petits ruminants;Kenya
Hepatitis A;France
Epizootic hemorrhagic disease;Turkey
Avian influenza;Romania
West Nile virus;Italy
Monkeypox;Nil
Brucellosis;Russia
Equine infectious anemia;Greece
Rabies;Thailand, China
Foot & mouth disease;Egypt
Undiagnosed disease;Australia
Diphtheria;Yemen
Avian influenza;Indonesia
E. coli O157;USA
Rubella;Japan
Avian influenza;Nil
Ebola;Liberia
Nil;Nil
Rabies;Viet Nam
Dengue,DHF;Nil
Avian influenza;Indonesia
MERS-CoV;South Korea, China, Saudi Arabia, Qatar
Mucormycosis;USA
Eastern equine encephalitis;USA
Hendra virus;Australia
Unexplained deaths;Nigeria
COVID-19;Nil
Yellow fever;Angola
Crimean-Congo hemorrhagic fever;Russia
Yellow fever;USA
MERS-CoV;Nil
Anthrax;USA
Hand, foot & mouth disease;Singapore
Yellow fever;Uganda
Dengue,DHF;Nil
Late blight;USA, Ireland
Exanthem & lymphangitis;USA
Foot & mouth disease;Russia
Foot & mouth disease;South Korea
Japanese encephalitis;India
Undiagnosed illness;Saudi Arabia
Salmonellosis;United States
Influenza pandemic (H1N1);Saudi Arabia
Measles;Nil
Anthrax;Argentina
Foot & mouth disease;United Kingdom
Avian influenza;Japan
Avian influenza;Indonesia
Rabies;United States
Nil;Tunisia
Poxvirus;United States
Anthrax;India
E. coli EHEC;United States
Leptospirosis;Austria
Anthrax;Thailand
E. coli O157;United States
Salmonellosis;United States
European foulbrood;Romania
Anthrax;Romania
Dengue, Dengue hemorrhagic fever;Nil
West Nile virus;United States
Measles;India, South Africa, Ecuador, Australia
West Nile virus;Nil
Cholera, diarrhea & dysentery;Nil
Tomato leaf curl virus;Philippines
Hantavirus;Chile
Avian influenza;Nil
Eastern equine encephalitis;United States
Yellow fever;Netherlands, Suriname
Smallpox;Nil
Rabies;Peru
Canine renal failure;Nil
African swine fever;Nil
Hantavirus;United States
Avian influenza;Nil
Foot & mouth disease;China, Hong Kong
Poliomyelitis;Sudan
Lyme disease;United States
Dengue, Dengue hemorrhagic fever;Nil
Capnocytophaga infection;United States
Avian influenza;Thailand
Hepatitis A;United States
Malaria;United States, Mexico
Plague;Zambia
Foot & mouth disease;Pakistan
Simian foamy virus;Canada
Viral hemorrhagic septicemia;United Kingdom
Marburg virus disease;Uganda
Rabies;United States
Nil;Canada
Scabies;Spain
Undiagnosed fatal disease;North Korea
Fireblight;France
Crimean-Congo hemorrhagic fever;India
Yellow fever;Sudan
Alcohol poisoning;Iran
Hepatitis C;USA
Brucellosis;USA
Infectious pancreatic necrosis;Norway
Streptococcus pneumoniae;Canada
Dengue/DHF update;Nil
Meningitis meningococcal;Niger
Rabies;Canada, South America, USA
Hemorrhagic fever;Democratic Republic of the Congo
West Nile virus;Greece
Dengue/DHF update;Nil
Avian influenza;Russia
Rabies;India
COVID-19;USA
African horse sickness;Thailand
Influenza A;China
Escherichia coli EHEC;Ireland
Japanese encephalitis;India
Dengue;Philippines
Plague;Madagascar
Brucellosis;India
Ciguatera fish poisoning;China, Hong Kong
Undiagnosed disease;India
African swine fever;Burkina Faso
Heartwater;USA
Legionellosis;Australia
Malaria;Ghana
Peste des petits ruminants;Zambia
Cholera, diarrhea & dysentery;South Sudan
Foot and mouth disease;South Africa
Anthrax;Argentina
Zika virus;Nil
Undiagnosed deaths;USA
Anthrax;Kazakhstan
Anthrax;Indonesia
Rabies;USA
Anaplasmosis;Canada
Foodborne illness;China
COVID-19;China, South Korea
