BSE, bovine;Slovenia
Foot & mouth disease;South Korea
African swine fever;Russia
Human herpesvirus 1;United States
Buruli ulcer;Ghana
E. coli;Sweden
Measles;Nil
West Nile virus, mosquitoes;Israel
Newcastle disease;India
Foot & mouth disease, bovine;Peru
Hepatitis C;United States
Rocky Mountain spotted fever;United States
BSE;Nil
Avian influenza;South Africa
Kyasanur Forest disease;India
Hepatitis A;United States
Gyrodactylus salaris;Norway
Avian influenza;Cambodia
COVID-19;China, Hong Kong
Tuberculosis, MDR;Papua New Guinea
Classical swine fever;Russia
Eastern equine encephalitis;United States
African swine fever;Russia
Ralstonia solanacearum, potato;Slovakia
Foot & mouth disease;Bulgaria
Cholera, diarrhea & dysentery;Haiti
Tick-borne encephalitis virus, Powassan virus;United States
E. coli O157;United States
Leptospirosis;United States
Stewart's wilt, maize;Italy
Rabies;Taiwan
Dengue/DHF;Nil
Foot & mouth disease, bovine;Brazil
Corn stunt disease;United States
Anthrax, human;United States
HIV/AIDS;Pakistan
Anthrax, human;United States
Cholera, diarrhea & dysentery;Yemen
Cholera, diarrhea & dysentery;Nil
COVID-19;Nil
Yellow fever;Brazil
Salmonellosis, serotype Oranienburg;United States
Lumpy skin disease;Bulgaria
BSE;United States
Avian influenza, human;Taiwan
Anthrax;Burkina Faso
Rabies, canines;United States
Measles;Slovenia
Malaria;Cameroon
E. coli;European Union
Undiagnosed disease, wheat;United States of America
Creutzfeldt-Jakob disease;Nil
Cancer;United States of America
Trichinellosis;Argentina
Influenza;Nil
COVID-19;Nil
Pacific oyster mortality syndrome;Australia
Rabbit Hemorrhagic disease;United Kingdom
Influenza;United States of America
Staphylococcus aureus;United States of America
Plague;Madagascar
Huanglongbing;Malaysia
Rabies;Taiwan
Tularemia;Sweden
Hantavirus;Panama
Ebola;Democratic Republic of the Congo
Newcastle disease;United States of America
Cowpox;Brazil
Scrub typhus;India
Severe Acute Respiratory Syndrome;China
Salmonellosis;France
Hantavirus;Argentina, Chile
Cholera, diarrhea & dysentery;Africa
Foot & mouth disease;Taiwan
Lassa fever;Nigeria
Vulture die-off;India
Norovirus;Philippines
Avian influenza;Africa, Europe
Tuberculosis;Spain
Undiagnosed diseases, banana & papaya;Cape Verde
White nose syndrome;North America, United States of America
Hepatitis A;United States of America
Undiagnosed mortality, rabbit;Israel
Ebola;Guinea, Liberia
Dengue;Nil
Botulism;North America, United States of America, Canada
Anthrax;United States of America
Salmonella;United States of America
COVID-19;United States of America
Listeriosis;Europe, Estonia
Rift Valley fever;Egypt
West Nile virus;Asia, India
Influenza A;Belgium
Smallpox;United States of America
Enteric disease;Nil
Yellow fever;Uganda
Dengue;Americas
Anthrax;Pakistan, India
Monkeypox;Democratic Republic of the Congo
Avian influenza;Egypt
Equine infectious anemia;USA
West Nile Virus;USA
E. coli O157;United Kingdom
Nil;Republic of the Congo
West Nile virus;USA
Avian influenza;India
Salmonellosis;USA
West Nile virus;France
Food poisoning;Philippines
Kyasanur Forest disease;India
Yellow fever;Nil
Anthrax;Colombia
Meningitis, pneumococcal;Ghana
Anthrax;Bangladesh
Cholera, diarrhea & dysentery;Cuba, Dominican Republic, Haiti
Streptococcus zooepidemicus;USA
Novel coronavirus;China
Rabies;Ecuador
Plague;Uganda
Angiostrongylus meningitis;USA
Bluetongue;Germany
Hantavirus;Panama
MERS-CoV;Saudi Arabia, Algeria, Jordan
Bovine brucellosis;Fiji
Cardiomyopathy;Sri Lanka
Zika virus;Colombia
Cholera, diarrhea & dysentery;Nil
Contagious bovine pleuropneumonia;Zambia
Avian influenza;Belgium
Foot & mouth diseases, bovine;Botswana
Influenza pandemic (H1N1) 2009;Nil
Influenza;South Korea
Hendra virus;Australia
Anthrax;USA
Bluetongue;Romania
Viral conjunctivitis;Cayman Islands
Babesia;USA
Influenza;Nil
West Nile virus;USA
Anthrax;Botswana
Trypanosomiasis;USA
Hepatitis A;USA
E. coli EHEC;USA
Foodborne illness;Nepal
Brucellosis;Bulgaria
Undiagnosed disease;India
Aspergillosis;USA
Equine infectious anemia;USA
West Nile virus;United States
West Nile virus;United States
Influenza;Europe
Avian influenza;Viet Nam
Dengue;Nil
Lassa fever;Nigeria
Anthrax;Russia
Ebola virus disease;Liberia
Avian influenza;Indonesia
Influenza;Nil
Rabies;United States
Bluetongue;Germany
Dengue/DHF;Nil
Avian influenza;Turkey, Bangladesh, Hong Kong
Marburg hemorrhagic fever;Democratic Republic of the Congo
Novel coronavirus;Nil
Cholera, diarrhea & dysentery;Asia, Africa, Oceania
Clostridium difficile;France, Belgium, Austria
Avian influenza;United States
Influenza;Asia, Africa, Australia
Avian influenza;Eastern Asia
Aflatoxin;Malawi
Influenza;United States
Dengue/DHF;Asia
Angiostrongylus cantonensis;United States
BSE;Ireland
African swine fever;India
Nil;Papua New Guinea, Solomon Islands
Hepatitis C;Nil
Nil;Colombia
Nil;Nil
Yellow fever;Brazil
Dengue/DHF;Americas, Asia, Africa
Avian influenza;United Kingdom
Botulism;Armenia
Undiagnosed deaths;Viet Nam
Equine infectious anemia;Germany
Avian influenza;Canada, China
Crimean-Congo hemorrhagic fever;Pakistan
Herpesvirus;United States
Measles;Pakistan
MERS-CoV;Saudi Arabia
CJD;Japan
Aflatoxin;Saudi Arabia
Crimean-Congo hemorrhagic fever;Russia
Fungal infection;United States
Lassa fever;Nigeria
Onchocerciasis;Ghana
West Nile virus;United States
Nil;New Zealand
Cholera;France
Avian influenza;Canada
Bovine spongiform encephalopathy;Canada
Avian influenza;United Kingdom
Tuberculosis;United States
Glanders;Brazil
Foot & mouth disease;Israel
Avian influenza;Canada, China
Measles;United States, Philippines
Diphtheria;Venezuela
Avian influenza;China
Influenza;Nil
Influenza;United Kingdom
Avian influenza;Thailand
Stachybotrys contamination;United States
Chikungunya;Indonesia, India
Murray Valley encephalitis;Australia
Equine herpesvirus;United States
Crimean-Congo hemorrhagic fever;Russian Federation
Salmonellosis;Denmark
Hendra virus;Australia
Cholera, diarrhea & dysentery;Iran
Dengue, DHF;Americas, Asia, Pacific
Toxic algae;United States
Avian influenza;United States
Group B Streptococcus;Singapore
COVID-19;corticosteroids, serosurvey, selected countries, WHO, global
Toxoplasmosis;Nil
Glanders;Nepal
Measles;Nil
Ebola;WHO, UNMEER report, Liberia
West Nile virus;United States
Influenza;Sweden
Anthrax;United States
Influenza pandemic (H1N1);global
Avian influenza;East Asia
Leptospirosis;Malaysia, Thailand
African horse sickness;South Africa
Epizootic hemorrhagic disease;United States
Salmonellosis;France
Peste des petits ruminants;Thailand
Rabies;Bolivia
African swine fever;Tanzania
Kyasanur forest disease;India
Antibiotic resistance;United States
Ebola;Sierra Leone
Salmonellosis;United States
Undiagnosed illness;Nepal
COVID-19;global, Europe
Vaccine adverse event;Syria
Duvenhage virus;Netherlands, Kenya 
COVID-19;USA 
Poliomyelitis;cVDPV, Syria, Democratic Republic of the Congo 
Influenza;USA, Europe 
Poliomyelitis;Afghanistan, Papua New Guinea 
Equine infectious anemia;Canada 
Epizootic hemorrhagic disease;USA 
Cholera, diarrhea & dysentery;Nil 
Hemolytic uremic syndrome;Australia 
Typhus;USA 
Syphilis, gonococcal disease;Australia 
Ebola virus disease;Liberia 
African swine fever;Nil 
SARS;Nil 
Influenza;Kenya 
Nil;Romania 
Malaria;Jamaica, Haiti 
Anthrax;Australia 
Porcine epidemic diarrhea;Nil 
Avian influenza;China 
Encephalitis;Nepal 
Influenza;Nil 
Poliomyelitis;Ukraine 
Tuberculosis;New Zealand 
West Nile virus;USA 
Hemorrhagic disease;Kenya 
Anthrax;Kenya 
Avian influenza;Viet Nam 
Vibrio vulnificus;USA 
Poisoning, cassava;Kenya, Uganda 
Nil;Argentina 
Cyclosporiasis;USA, Mexico 
Nil;Nil 
Nipah virus;Malaysia 
Influenza;USA 
Dengue/DHF;Nil 
Anthrax;Israel 
African swine fever;Serbia 
Light leaf spot;United Kingdom 
Heartworm;Canada 
Undiagnosed deaths;India 
Hemorrhagic fever;Guinea Bissau 
Novel bat lyssavirus;Taiwan 
Tuberculosis;Kenya 
Foot & mouth disease;Russia 
Hepatitis A;USA 
Nil;USA 
Anthrax;Canada, USA 
Anthrax;United Kingdom 
Avian influenza;Togo
COVID-19;Africa
Sweet orange scab;United States
Coccidioidomycosis;United States
Avian influenza;Senegal, Cameroon
Salmonellosis;United States
Listeriosis;France
Plague;United States
COVID-19;Nil
Hepatitis A;Russia
Nil;Argentina, Brazil, Chile
Trypanosomiasis;Nigeria
Jaundice;India
Citrus canker;United States
COVID-19;Nil
Avian influenza;Saudi Arabia, Germany
BSE;Japan
Legionellosis;Spain
Infection control;United States
Methanol poisoning;Estonia
Gibberella ear rot;United States
Smallpox;United States
Infant kidney stones;China
Avian influenza;Turkey
E. coli;United States
Chagas disease;Venezuela
Malaria;China
HIV, Schistosomiasis;Africa
Poliovirus;India
Cholera, diarrhea & dysentery;Africa
Foot & mouth disease;Namibia
Avian influenza;Indonesia
Citrus sudden death;Brazil
CJD;United Kingdom
Japanese encephalitis;India
Unexplained deaths;United States
Chlamydiosis;United States
Undiagnosed diseases;Nigeria
Computer Virus Alert;Nil
West Nile virus;Germany
Rubella;Taiwan
Japanese encephalitis;Australia
Orange rust;Australia
Undiagnosed fatalities;Nigeria
Viral hemorrhagic fever;Democratic Republic of Congo
Xylella;Spain
Salmonellosis;United States
Anthrax;Australia
Botulism;United Kingdom
Bovine ephemeral fever;Israel
Anthrax;United Kingdom
Tuberculosis;United States
Hemorrhagic fever;Democratic Republic of the Congo
Salmonellosis;United States
Hantavirus pulmonary syndrome;Chile
Streptococcus group A, scarlet fever;China, Hong Kong, Macao
Plague;China
Japanese encephalitis;Australia
Leaf rust;Guatemala
Legionellosis;United States
Foot & mouth disease;Mongolia
Nipah virus;Bangladesh
Typhoid fever;Democratic Republic of the Congo
Cholera, diarrhea and dysentery;Nil
Hepatitis B virus;India
Rift Valley fever;Sudan
Nil;Panama
Marine mucilage;Turkey
Avian influenza;United States
Avian influenza;United States
Avian influenza;Canada
Influenza;Mexico, Kosovo, Peru
Dengue, Dengue Hemorrhagic Fever;Nil
Smallpox;Nil
Eastern equine encephalitis;United States
Legionellosis;United States
Hantavirus pulmonary syndrome;Nil
Bovine Spongiform Encephalopathy;Luxembourg
Enteric disease;Nil
Bluetongue;Poland
Salmonellosis;United States
Foot & mouth disease;China
Foot & mouth disease;Israel
Soybean rust;United States
West Nile virus;Nil
Avian influenza;Egypt, India
Campylobacteriosis;United States
MERS-CoV;South Korea, Saudi Arabia
Hepatitis A;Croatia
Measles;Nil
Yellow fever;Angola, Democratic Republic of the Congo
Nil;Bangladesh
E. coli O157;United States
Fusarium head blight;Nil
COVID-19;Nil
Meningitis, meningococcal;Australia
NDM-1 carrying Enterobacteriaceae;Nil
Hepatitis A;United States
Nil;Kenya
Hepatitis A;United States
Avian influenza;China
Undiagnosed fatal illness, tularemia?;Iran
Hepatitis E;Niger
Hantavirus;Chile
Rabies;Viet Nam
Chronic wasting disease;USA, Canada
Parietaria mottle ilarvirus;Nil
Chronic wasting disease;USA
Japanese encephalitis;India
Foot & mouth disease;Brazil
Leptospirosis;Italy
Hantavirus pulmonary syndrome;USA
Dengue, DHF;Nil
African swine fever;Nigeria
Chikungunya;India
Cereal rust;USA
Rabies;China
West Nile virus;Canada
COVID-19;Nil
Chronic wasting disease;USA
Brucellosis;USA
Rabies;USA
Cholera, diarrhea & dysentery;Nil
Meningococcal disease;United Kingdom
Schmallenberg virus;United Kingdom
Mayaro virus disease;France
Ebola;Democratic Republic of the Congo
CJD;Nil
Typhoid fever;Pakistan
Anthrax;Russia
Anthrax;India
Anthrax;Russia
Japanese encephalitis;India
Malaria;Bahamas
Avian influenza;Egypt
Hemorrhagic fevers;Pakistan
Bakanae disease;India
Rabies;USA
Anthrax;Azerbaijan
Giardiasis;United Kingdom
Scrapie;Norway
Undiagnosed die-off, avian;USA
Monkeypox;Nil
Brucellosis;United Kingdom
Dioxin, feed contamination;Netherlands
Foodborne diseases;Nil
Malaria;Greece
Strangles;USA
Equine herpesvirus;USA
Hemorrhagic fever with renal syndrome;Russia
Fish mortality, fungal disease susp;Jordan
Hendra virus;Australia
Strangles;United Kingdom
Streptococcus group A, invasive;United States
Avian influenza (HPAI H7N3);Mexico
Food poisoning;Ukraine
Anthrax;Canada
Bovine spongiform encephalopathy (BSE);Nil
Norovirus;Spain
Avian influenza (H7N9);China
Campylobacteriosis;Norway
Botulism;Russia
Undiagnosed febrile illness;Hungary
Epizootic ulcerative syndrome;United Kingdom
Infant botulism;United States
Phytophthora capsici;South Africa
Ebola;Nil
Poliomyelitis;Zambia, Chad, Togo
Mosquito, invasive;United States
Anthracnose;Viet Nam
Dengue;Americas
Anthrax;United States
Cleft palates;Australia
Bluetongue;Tunisia
Anthrax;India
Mycobacterial keratitis;Nil
African swine fever;Mozambique
Influenza (feline H3N2);United States
Anthrax;Togo
Chikungunya;Asia, Pacific
Poliomyelitis;Pakistan, Afghanistan, Syria
Yellow fever;Democratic Republic of the Congo
Antimicrobial resistant bacteria;United States
Avian influenza;Netherlands
Dengue;Nil
Measles;Poland
Varicella;United States
Zika virus;Americas, Asia, Europe
Cholera;Sweden
Murray Valley encephalitis;Australia
West Nile virus;Bosnia & Herzegovina
Legionellosis;United States
Light leaf spot;United Kingdom
Hantavirus;Panama
Rocky Mountain spotted fever;United States
Equine infectious anemia;Romania
Anthrax;Bangladesh
Leptospirosis;India
Lobster die-off;United States
Crimean-Congo hemorrhagic fever;Turkey
Psittacosis;United States
Parsley leaf disease, tomato;Bolivia
Lumpy skin disease;Russia
Ebola;Democratic Republic of the Congo
Anthrax;Ukraine
Liberibacter solanacearum, parsley;Australia
Campylobacteriosis;USA
Chikungunya;Pakistan
Anthrax;Canada
Salmonellosis;Spain
Yaws;Papua New Guinea
Anthrax;Kazakhstan
Marburg hemorrhagic fever;Uganda
Bluetongue;Canada
Nil;Uganda
Yellow fever;Nil
Meningococcal disease;Nil
Baylisascaris procyonis;USA
Influenza pandemic (H1N1) 2009;USA
E. coli EHEC;USA
Fusarium keratitis;Asia, USA
BSE;Denmark
Undiagnosed deaths, nematodes suspected;India
Foot & mouth disease;Bulgaria, Turkey
Meningitis, meningococcal;West Africa
Karnal bunt;USA
Dengue/DHF;Americas
Avian influenza;Viet Nam
Chikungunya;Italy, France
Die-off, apis;USA
Avian influenza (H7N9);China
Downy mildew, poppy;Australia
Unexplained deaths;Republic of the Congo
Measles;Nil
Cholera, diarrhea & dysentery;Nil
Bluetongue;Spain
Hepatitis, undefined, adenovirus associated;United Kingdom
Botulism;United Kingdom
Swollen shoot, cocoa;Ghana
Foot & mouth disease;Israel
West Nile virus;USA
Snake fungal disease;Canada
Downy mildew, maize;Bangladesh
Influenza A(H3N2)v;Nil
Rabies;USA
Streptococcus suis;China
Salmonellosis;USA
Citrus tristeza;Morocco
Plum pox virus;Canada
Methicillin-resistant Staphylococcus aureus;Canada
Foot & mouth disease;Algeria, Morocco
Measles;Canada, Philippines
Syphilis, Gonococcal infection;USA
Meningococcal disease;United Kingdom, France, Saudi Arabia
Canine distemper;USA
Brucellosis;Italy
Influenza;Brazil
Botulism;USA
Gastroenteritis;Caribbean
Dengue;Nil
Scrub typhus;Nil
Malaria;Malaysia
African swine fever;Tanzania
Syphilis;Thailand
Lyme disease;USA
Scrub typhus;India
Crimean-Congo hemorrhagic fever;Europe
Sugarcane mosaic virus;China
Phocine distemper virus;Ireland
COVID-19;China
Salmonellosis;United Kingdom
Lassa fever;Nigeria, Liberia
Ebola;Democratic Republic of the Congo
Rabies;Indonesia
Dengue;Asia
Leptospirosis;India
Koi herpesvirus;Indonesia
Measles;Asia, Africa, Europe, USA
COVID-19, Mucormycosis;Nil
E.coli O157;USA
Anthrax;Kazakhstan
Phytophthora infestans;Russia
Brown rot;Australia
Peste des petits ruminants;Republic of the Congo
Chronic wasting disease;USA
Rabies;USA
Avian influenza;USA
Hantavirus;Chile
Cholera, Diarrhea & Dysentery;Africa
Hepatitis A;USA
Necrotizing fasciitis;Sweden
Undiagnosed respiratory illness;Russia
Zika virus;Americas
Dengue;Nil
Deaths at sea;France
Undiagnosed deaths;Brazil
Dengue;Asia
Ebola;Democratic Republic of the Congo
Anthrax;United Kingdom
Yellow fever;Democratic Republic of the Congo
MERS-CoV;Saudi Arabia
Novel coronavirus;China
Rabies;Albania
Foot & mouth disease;Israel
Anthrax;South Africa
Newcastle disease;North Macedonia
Hepatitis;Iraq
Creutzfeldt-Jakob disease;United Kingdom
Nil;Nil
Viral gastroenteritis;Nil
Nil;United States of America
Meningitis;Brazil,Venezuela
Avian influenza H7N2;United Kingdom
Equine herpesvirus type 1;United States of America
Lyme disease;Russia
Rocky Mountain spotted fever;Mexico
Ebola;Democratic Republic of the Congo
Nil;Nil
COVID-19;Nil
Tick-borne encephalitis;Switzerland
Bluetongue;France
Nipah encephalitis;Bangladesh
Coronavirus;United Arab Emirates
Avian influenza;Indonesia
Nil;Thailand
Mushroom poisoning;Kyrgyzstan
Plum pox potyvirus;Jordan
Crimean-Congo hemorrhagic fever;Uganda
COVID-19;Norway,United States of America
Creutzfeldt-Jakob disease;Italy
Foot & mouth disease;United Kingdom
Avian influenza H7N9;China
Senecavirus A;Nil
Clostridium perfringens;United States of America
Diarrheal disease;Maldives
Nil;India, Pakistan, Nepal
Nil;United Kingdom
Varroosis;Australia
Nil;Nil
African swine fever;Russia,Ukraine
Influenza pandemic H1N1;Canada
Anthrax;Uganda
Conjunctivitis;United States of America
Dioxin contamination;United States of America
Peste des petits ruminants;Iran
Foot & mouth disease;Philippines
Poliomyelitis;Afghanistan,Angola
Dengue;Venezuela
COVID-19;Spain,Switzerland
Cassava diseases;Kenya
Influenza A(H1N1)pdm09;Nil
Respiratory syncytial virus;USA
Ebola virus disease;USA, Guinea
Diarrhea;China
Cholera, diarrhea & dysentery;Mozambique
Anthrax;China
Fish poisoning;East Africa
Avian influenza;Iran
Nil;Brazil
Epizootic hemorrhagic disease;USA
Anthrax;China
MERS-CoV;United Arab Emirates, Morocco
COVID-19;China, South Korea
African swine fever;Italy
Legionellosis;China, Hong Kong, Macao
Bordetella holmesii;Canada
BSE;Czech Republic
Ebola virus disease;Congo DR, Uganda
Contagious ecthyma;Australia, Bahrain, Pakistan
Lethal yellowing;Jamaica
Nil;Brazil
Nil;Nil
Undiagnosed viral disease;India
Hepatitis A;Estonia
Monkeypox;Cameroon
Undiagnosed disease;Uganda, Rwanda
Anthrax;USA
Rubella;Japan
Foot rot;Australia
Cholera, diarrhea & dysentery;South Sudan
MERS-CoV;Saudi Arabia
E. coli;United Kingdom
Avian influenza;Germany, Bulgaria
Ralstonia pickettii;Colombia
Leishmaniasis;Colombia
Dolphin morbilivirus;Spain
Nipah virus;Malaysia
Avian influenza;United Kingdom, Saudi Arabia
Psittacosis;USA
SARS;Nil
Nil;Latin America
Chikungunya;New Caledonia
West Nile virus;USA
MERS-CoV;Saudi Arabia
Bovine tuberculosis;United Kingdom
Trichinellosis;Argentina
Cholera O139;Taiwan
Dengue;Barbados
Salmonellosis;Europe
Hemorrhagic fever with renal syndrome;Russia
Creutzfeldt-Jakob disease;United Kingdom
Legionellosis;United States of America
Lumpy skin disease;Kenya
Rabbit hemorrhagic disease;United States of America
Influenza;Egypt
Anthrax;Indonesia
Cholera, diarrhea & dysentery;Nil
Malaria;Cambodia
Eastern equine encephalitis;United States of America
Fungal infection;United States of America
Nil;United States of America
Foot & mouth disease;Argentina
Syphilis;United States of America
Banana wilt;Uganda
Bluetongue;France
Salmonellosis;United States of America, Mexico
Yellow fever;Nil
Rabies;China
Hepatitis B;Nil
Leptospirosis;Nicaragua
Rabies;Greece
Avian influenza;Netherlands
Avian influenza;Viet Nam
Tetanus;Italy
Salmonellosis;United States of America
Yellow fever;Cote d'Ivoire
Nil;Nil
Ebola;Nil
Nil;Chile
Measles;Nil
Distemper;India
Avian influenza;Oman
Nil;Bangladesh
Salmonellosis;Spain
Anthrax, brucellosis;Tajikistan
Nil;China
Streptococcus;United Kingdom
Ebola Reston;Philippines
Infant botulism;United States of America
Dengue;Nil
Yellow fever;China, Angola
Leprosy;Malawi
Histoplasmosis;Canada
Nil;Canada
Hantavirus infection;Brazil
Avian influenza;Cambodia
Nil;Indian Ocean
Nil;United States of America
Avian influenza;Cambodia
Salmonellosis;International
Malaria;United Arab Emirates
Marburg virus disease;Kenya, Uganda
Alcohol poisoning;USA, Sweden
Unidentified disease;Ghana
Respiratory disease, human, undiagnosed;Sierra Leone
Norwalk-like virus;USA
Rift Valley fever, human;Mauritania
Avian influenza, human H7N9;China
Human enterovirus D68;North America
Mycoplasma bovis, bovine;New Zealand
COVID-19;China
Avian influenza H5N1, poultry;China
Trypanosomiasis;Argentina
Foot & mouth disease, bovine;China
Mumps;USA
Eastern equine encephalitis, equine;USA
Mumps;UK
Undiagnosed illness;Sudan
Avian influenza HPAI H5N1, turkey;India
Equine piroplasmosis;USA
Chikungunya;Malaysia
Salmonellosis, st Enteritidis, child;Estonia
Epizootic hemorrhagic disease, deer;USA
Mango tree blight;Philippines
Anthrax, livestock, wildlife;South Africa
Powdery mildew, canola;Argentina
Zika virus;Americas
Soybean rust, Asian strain;USA
Japanese encephalitis;Malaysia
Citrus viroid V;Spain
Invasive mosquito;New Zealand
Emerging Infectious Diseases;Nil
Theileria, bovine;Australia
Foot & mouth disease;UK
Avian influenza, human;Netherlands
Murray Valley encephalitis;Australia
Avian influenza;Nil
Panama disease TR4, banana;Australia
Avian influenza H7N9, poultry, human;China
Newcastle disease, game birds;USA
Foot & mouth disease;Palestinian Authority
Salmonellosis, serotype Tennessee, feed;Finland
Plague;Algeria
Listeriosis;Germany
Avian influenza;Germany, UK, Cote d'Ivoire
Plague, bubonic;Bolivia
Foot & mouth disease;Swaziland, South Africa
E. coli infections;USA
Malaria, P. cynomolgi;Denmark
Equine infectious anemia;Belgium
Anthrax;Kazakhstan
Ebola;Democratic Republic of the Congo
Neospora caninum;United Kingdom
Nil;Nil
Hantavirus;Uruguay
African swine fever;Russia
Ebola virus;Nil
Herpes B virus;Japan
Japanese encephalitis;India
E. coli EHEC;Canada
Foot & mouth disease;China
Grey leaf spot;Zimbabwe
Nil;Mauritania
Mumps;Israel
Pneumonia;United States
Nil;Solomon Islands
COVID-19;Canada
Epizootic hemorrhagic disease;United States
Avian influenza;Canada
Infectious salmon anemia;Canada
Gonococcal disease;Sweden
Foot & mouth disease;Botswana
Johne's disease;Australia
Anthrax;Kenya
Sclerotinia spp.;Spain
Influenzavirus A;China
Foot & mouth disease;United Kingdom
Streptococcus zooepidemicus;Iceland
Rabies;United States
Influenza;Nil
Nil;Nil
Hepatitis E;Namibia
Dengue;Australia
Yellow fever;Brazil
Measles;Italy
Nil;Iraq
Measles;Nil
HIV;United States
Bovine virus diarrhea;United States
African swine fever;Viet Nam
Monkeypox;Democratic Republic of the Congo
Foodborne illness;Jamaica
Alcohol contamination;Russia
Avian influenza;Nil
Avian influenza;Thailand, Vietnam
Zika virus;Nil
Nil;Nil
Dengue;Nil
Hantavirus pulmonary syndrome;Panama
West Nile virus;United States
Nil;Ukraine
Influenza pandemic (H1N1), animal health;Chile
Equine piroplasmosis;Turkmenistan
Onchocerciasis;Cameroon
Anthrax, bovine;Ukraine
Leptospirosis;India
Norovirus;USA
Avian influenza;South Korea, Israel
Meningitis, meningococcal;Australia
Nil;USA, Canada, Mexico
Scombroid fish poisoning;Nil
West Nile virus;Nil
Zika virus;Nil
Aspergillosis;USA
West Nile virus;USA
Avian influenza;China
Salmonellosis;United Kingdom
Contagious bovine pleuropneumonia;Zambia
West Nile virus;USA
Nil;Nil
Nil;Uganda
Caterpillar plague;Brazil
Bonamia ostreae;United Kingdom
Hendra virus;Australia
Rabies;Canada
Nipah virus;Malaysia
Leprosy;USA
Classical swine fever;Russia
Scrub typhus;India
Anthrax;Indonesia
Screwworm;USA
NDM-1 carrying Enterobacteriaceae;China, Hong Kong
COVID-19;Nil
Dengue/DHF;Nil
Campylobacteriosis;United Kingdom
Anthrax;Kazakhstan
Anthrax;Bulgaria
Rotavirus;Netherlands
Cholera, diarrhea & dysentery;Nil
Avian influenza;Czech Republic
Measles;Indonesia
Shigella;USA
Yellow fever;Uganda
Corridor Disease;South Africa
Fish poisoning;Nil
COVID-19;Nil
Salmonellosis;Finland
Eastern equine encephalitis;USA
Begomoviruses;Nicaragua
Eastern equine encephalitis;USA
Newcastle disease;Sweden
Dengue/DHF;Americas, Asia, Pacific, Africa
MERS-CoV;Saudi Arabia, South Korea
Nil;Nil
Avian influenza;China
Yellow fever;Nil
Undiagnosed illness, Typhoid;Uganda
Bluetongue;Romania, Bulgaria
Tularemia;USA
Yellow fever;Brazil
Nairobi sheep disease;Tanzania
Elizabethkingia anophelis;USA
Shigellosis;USA
Vibrio vulnificus;Germany
Avian influenza;Iraq
Hand, foot & mouth disease;Viet Nam
Paratyphoid fever;Argentina
Crimean-Congo hemorrhagic fever;Turkey
