Western equine encephalitis;United States of America
Foot & mouth disease;India
Marburg virus disease;Uganda
Acute hepatopancreatic necrosis disease;Thailand
Dengue/DHF;Philippines
Enterovirus 71;Taiwan
Measles;China
Meningococcal disease;West Africa
BSE Update;Nil
Yellow fever;Uganda
Measles;Netherlands
Avian influenza;United States of America
Rift Valley fever;South Africa
Rabies;Russia
Marburg hemorrhagic fever;Angola
Eastern equine encephalitis;United States of America
BSE;France
Meningitis, meningococcal;Democratic Republic of the Congo
Hantavirus infection;United States of America
Undiagnosed deaths, bovine;Australia
Avian influenza;South Africa
Cyclosporiasis;Germany
Cholera, diarrhea & dysentery;India
Bluetongue;France, Belgium, Germany
Bovine tuberculosis;United States of America
Legionellosis;United Kingdom
Poliomyelitis;India
Cholera, diarrhea & dysentery;Middle East
MERS-CoV;Saudi Arabia
Rabies, human, post-exposure prophylaxis;Nil
Golden cyst nematode, potato;Russia
Chronic wasting disease, elk;United States of America
Monkeypox update;Nil
Powdery mildew, pepper;United States of America
Lumpy skin disease;Georgia, Russia
Foot & mouth disease;Uganda
Ebola virus disease;Uganda
E. coli O104;European Union
BSE;United Kingdom
Anthrax;Romania
E. coli O157;USA
Measles;Americas, Europe, Pacific
E. coli EHEC;USA
Buruli ulcer;Liberia
Infectious salmon anemia;Norway
Japanese encephalitis;India
Avian influenza;Kuwait, Myanmar
Anthracnose;Philippines
Cholera, diarrhea & dysentery;Nil
Newcastle disease;Australia
Foot & mouth disease;India
Dengue;Philippines
Nil;USA
Salmonellosis;USA
Japanese encephalitis, AES due to scrub typhus;India
West Nile virus;Canada
Nil;Turkey
Hepatitis A;USA
Hepatitis A;China
Rabies;Peru
COVID-19;Nil
Polio;China
African swine fever;India
West Nile virus;USA
COVID-19;Nil
Melioidosis;Australia
TB;Republic of Georgia
Hepatitis A;Bulgaria
Cholera;Haiti
Japanese encephalitis;Malaysia
Acute hepatopancreatic necrosis disease;Japan
Eastern equine encephalitis;USA
Cholera, diarrhea & dysentery;Africa, Americas
Karnal bunt;Nil
Legionellosis;USA
African swine fever;Hungary
Hantavirus;Americas
Foot & mouth disease;Namibia
Anthrax;United Kingdom
Cereal viruses;Uzbekistan
Rabies;Belarus
Rabies;Ecuador
Cholera;United Kingdom
Anthrax;South Africa
Porcine epidemic diarrhea;Mexico
Nil;Nil
Peach latent mosaic viroid;Argentina
West Nile virus;Greece
Cholera, diarrhea & dysentery;Nil
West Nile virus;Canada
Avian influenza;Europe
Antibiotic resistance;USA
Cholera;USA
Rift Valley fever;Madagascar
Hantavirus;Argentina
Bluetongue;Europe
Anthrax;Russia
Leptospirosis;Philippines
Trypanosomiasis;Africa
Dengue/DHF;Americas, Asia, Africa, Indian Ocean
Pneumovirus;USA
Ebola;Uganda
BSE, bovine;USA
Foot & mouth disease;India
Anthrax;Canada
Dengue/DHF;Nil
Undiagnosed deaths, dog;Australia
Yellow fever;Americas
Fungal wilt;South Africa
Trichomoniasis;UK
St. Louis encephalitis;USA
Leptospirosis, melioidosis;Malaysia
Measles;South Africa
Salmonellosis;Romania
Amebic meningoencephalitis, primary;Mexico
MERS-CoV;Saudi Arabia
Salmonellosis;USA, Canada
Thiamine deficiency;Israel
New World screwworm;USA
Dysentery;Russia
Anthrax;Kenya
Avian influenza;Russia
Hantavirus pulmonary syndrome;Brazil
African swine fever;Russia
Yellow fever;Brazil
Rabies;Americas
Undiagnosed deaths;India
Equine herpesvirus;USA
Avian influenza;China
Foot & mouth disease;UK
Eastern equine encephalitis;USA
Gram negative bacilli, multidrug resistance;Canada
Measles;Nil
Avian influenza;UK, Hungary, Indonesia
Adenovirus hemorrhagic disease;United States of America
Cholera, diarrhea & dysentery;Yemen
Peste des petits ruminants;Morocco
Creutzfeldt-Jakob disease;Nil
Anthrax;Tanzania
Cholera, diarrhea & dysentery;Nil
Potomac horse fever;United States of America
Venezuelan equine encephalitis;Colombia
Avian influenza;Iran
Typhoid fever;Philippines
Cholera, diarrhea & dysentery;Nil
Undiagnosed fatal illness;China
Equine rhinopneumonitis;United States of America
Yellow fever;Central African Republic
Avian influenza;Canada
Nipah virus;Bangladesh
Newcastle disease;United States of America
Foot and mouth disease;Kyrgyzstan
Shigellosis;Viet Nam
COVID-19;Nil
Lumpy skin disease;South Sudan
Methanol poisoning;India
Tuberculosis;Nil
Cholera;Thailand
Avian influenza;Nil
Anthrax;Canada
Hemorrhagic fever;Democratic Republic of the Congo
Food poisoning;Australia
Cholera, diarrhea & dysentery;Nil
Hepatitis A;Kuwait
White nose syndrome;United States of America
Hantavirus;Panama, Chile
Potato and tomato diseases;Nil
Legionellosis;Thailand, India
Japanese encephalitis;Timor-Leste
Plague;Madagascar
White nose syndrome;Nil
Anthrax;Albania
Hepatitis A;United States of America
Avian influenza;China
Equine herpesvirus;United States of America
Bluetongue;Italy
Cholera, diarrhea & dysentery;Nil
Prion disease;Nil
Staphylococcus aureus;United States of America
Equine infectious anemia;Switzerland
Eastern equine encephalitis;United States of America
Eastern equine encephalitis;United States of America
Avian influenza;Egypt
Salmonellosis;North America
Hand, foot & mouth disease;United States of America
Undiagnosed fungus, potato;Bangladesh
Rift Valley fever;South Africa
Anthrax, wood bison;Canada
Karnal bunt;United States of America
Rabies;United Kingdom, India
Anthrax, human, bovine;Zimbabwe
Foot & mouth disease, bovine;Russia
Bluetongue;Italy
Chronic wasting disease;Nil
Usutu virus;Italy
Rabies;United States of America
Influenza;United States of America
MERS-CoV;Saudi Arabia
Hand, foot & mouth disease;China
Malaria;Jamaica
Salmonellosis;Sweden
Creutzfeldt-Jakob disease (new variant);United Kingdom
Rabies;France
West Nile virus;United States of America
Avian influenza;Denmark
Avian influenza;Nigeria
Crimean-Congo hemorrhagic fever;United Arab Emirates
Rift Valley fever;Kenya
Potato viruses;Canada
Cholera;Ghana
Cowpox;Brazil
Ebola;Democratic Republic of the Congo
Influenza;Nil
E. coli EHEC;United Kingdom
Avian influenza;Viet Nam
Avian influenza;Denmark
Listeriosis;United States of America
Whirling disease;United States of America
Shewanella haliotis;United States of America
Cholera;Sri Lanka
Toxocariasis;Russia
Anthrax;United States of America
Scrapie;United States of America
Dengue/DHF;Nil
Canine distemper;United States of America
Foot & mouth disease;United Kingdom
Salmon disappearance;United States of America
Syphilis;United States of America
Lumpy skin disease;Guinea
Enzootic bovine leukosis;United Kingdom, Canada
Hepatitis A;United States of America
African swine fever;Philippines, Indonesia
Toggenburg Orbivirus;Switzerland
Salmonellosis;United States of America
Legionellosis;Spain
Avian influenza;Spain
Nipah virus;India
Ebola;Kenya
Viral hemorrhagic fevers;Nil
Foot and mouth disease;Israel
Classical swine fever;Japan
Nil;Ghana
Foot and mouth disease;China
African swine fever;Poland
Babesiosis;USA
BSE;France
Lassa fever;Germany, Togo
Adenovirus;China
Ebola;Guinea, Liberia, Sierra Leone
Mumps;Singapore
Dengue, Dengue Hemorrhagic Fever;Nil
MERS-CoV;Egypt, Sudan
Salmonellosis;Spain
Japanese encephalitis;India
Avian influenza;China
Avian cholera;USA
Measles;Nil
Nil;Nil
E. coli;USA
Brucellosis;Portugal
Ebola;Nil
Influenza;China
HIV/AIDS;Nil
Diarrhea, Cholera;Armenia
Listeriosis;USA
Measles;Americas, Europe
Bluetongue;Israel
Bluetongue;United Kingdom
Measles;Nil
Avian influenza;Nil
Tick-borne encephalitis;France
Avian influenza;Eastern Asia
Bluetongue;France
Tick-borne encephalitis;Russia
Xenotransplantation;Nil
African swine fever;Ukraine
Encephalopathy;Democratic Republic of the Congo
Undiagnosed illness;Cambodia
Ebola hemorrhagic fever;Gabon
Undiagnosed abortions;Rwanda
Brucellosis;China
Chikungunya;Pakistan
Chronic wasting disease;USA
Coral reef kill;USA
Marburg virus disease;Uganda
Chemical weapons;Syria
Anthrax;United States of America
Plague;Democratic Republic of the Congo
Undiagnosed febrile disease;Israel
Classical swine fever;Latvia
Anthrax;United States of America
Cholera, diarrhea & dysentery;Nil
Salmonellosis;United States of America
Crimean-Congo hemorrhagic fever;South Africa
Undiagnosed disease;Afghanistan
Meningococcal disease;India
Undiagnosed paralysis;United Kingdom
Measles;Nil
Rabies;Israel
Hantavirus;Chile
Ebola;Nil
Lumpy skin disease;Kazakhstan
Common scab;Canada
Viral gastroenteritis;Nil
Parechovirus;United States of America
Buruli ulcer;Sao Tome and Principe
Poisoning;Germany, Netherlands
Undiagnosed deaths;Pakistan
Avian influenza;Thailand
Acute pulmonary-renal syndrome;Saudi Arabia
Orange rust;Americas
Plague;Madagascar
Anthrax;Iraq
Lumpy skin disease;Europe
Foot and mouth disease;Armenia
Vibrio vulnificus;United States of America
Anthrax;Kyrgyzstan
Corynebacterium;United States of America
MERS-CoV;Saudi Arabia, Jordan
Measles;Nil
Rabies;Nigeria
Japanese encephalitis;India
New emaravirus;United States of America
Avian influenza;Japan
Avian influenza;Taiwan
Avian influenza;China
Japanese encephalitis;India
Avian influenza;Poland
Avian influenza;Myanmar, Afghanistan
Rabies;Nigeria
Undiagnosed deaths;Uganda
Equine herpesvirus;United States of America, Canada
Potato spindle tuber viroid;Poland, Netherlands
Anthrax;India
Bluetongue;Russia, Germany
Hand, foot & mouth disease;Malaysia, Singapore
Sheep pox & goat pox;India
Brucellosis;USA
Rabies;Philippines, Malaysia
Avian influenza;USA
Tuberculosis;India
Foodborne illness;Egypt
Mycoplasma bovis;New Zealand
Influenza A (H1N1);Nil
Foot & mouth disease;India
Bluetongue;Czech Republic
Novel coronavirus;Nil
Novel coronavirus;China
Undiagnosed deaths;India
Newcastle disease;Brazil
Chick pea disease (ascochyta blight);Australia
Filariasis;Vanuatu, Cook Islands, Niue, Cambodia
Undiagnosed deaths;India
Avian influenza;Viet Nam
Invasive mosquito;USA
Typhoid fever;Pakistan
Bovine tuberculosis;USA
Diarrhea;USA
Undiagnosed deaths;Guam
Salmonellosis;USA
Influenza;Nil
Yellow fever;Brazil
Rabies;Nil
Eastern equine encephalitis;USA
Anthrax;Peru
Hand, foot & mouth disease;China
Rabies;USA
Yellow fever;Sudan
Equine infectious anemia;USA
Brucellosis;USA
Potato rot nematode;Canada
Undiagnosed disease;Iraq
Avian influenza;Egypt
Bluetongue;Dominican Republic, USA
Hemorrhagic fever with renal syndrome;Russia
MERS-CoV;Eastern Mediterranean region
Vibrio parahaemolyticus;Canada
Red tide alert;Malaysia
Japanese encephalitis;Taiwan
Avian influenza;Canada
Mumps;Canada
Gastroenteritis;Norway
Anthrax;Philippines
Measles;Canada
Influenza;United States of America
Japanese encephalitis;Belgium, China
West Nile virus;United States of America
Undiagnosed illness;Sri Lanka
Cholera, diarrhea & dysentery;Nigeria
Yellow fever;South America
Measles;United States of America
Foot & mouth disease;China
Yellow fever;Nil
Cholera, diarrhea & dysentery;Nil
Bluetongue;Greece
Stolbur phytoplasma;Ukraine
Dengue/DHF;Nil
Pilchard orthomyxovirus;Australia
Yellow fever;Senegal
Measles;Canada
COVID-19;Nil
Ebola;Nil
COVID-19;Nil
White nose syndrome;United States of America
Newcastle disease;Sweden
Avian influenza;Russia
Rabies;United States of America
Japanese encephalitis;Taiwan
Syphilis;United States of America
Measles;Nil
Influenza;Nil
Powdery mildew;Europe
Avian influenza;Nil
West Nile virus;United States of America
Anthrax;Kyrgyzstan
Malignant catarrhal fever;United States of America
Newcastle disease;United States of America
Cryptosporidiosis;New Zealand
Nipah virus;Bangladesh
Chikungunya;Nil
Influenza;Nil
Monkeypox;Nigeria
Hemorrhagic fever with renal syndrome;Russia
Avian influenza;China
Avian influenza;Indonesia
MERS-CoV;Saudi Arabia
Avian influenza;Nil
Poliomyelitis;Ethiopia
Salmonellosis;United States of America
Crimean Congo hemorrhagic fever;Turkey
Botulism;Austria
Hantavirus;Panama
Tilapia syncytial hepatitis;Taiwan
Citrus tristeza;Croatia
Avian influenza, human;Indonesia
Lumpy skin disease, bovine;Israel
West Nile virus;USA
Botulism, avian;USA
Dengue/DHF;Singapore
COVID-19;Nil
Mumps;United Kingdom
Anthrax, bovine;Canada
Meningitis, meningococcal;USA
Bacterial leaf blight, rice;India
Potomac horse fever, equine;USA
Dengue eradication;Brazil
Legionellosis;USA
African horse sickness;South Africa
Barley yellow dwarf;United Kingdom
Ebola;Liberia, Sierra Leone
Anthrax;Slovenia
Ricin;USA
Salmonellosis, serotype Typhimurium;Europe
Measles;Taiwan
Viral hemorrhagic septicemia, fish;USA
Cholera;China, Thailand
Dengue/DHF;Americas
Avian influenza, human, H5N1, H7N9;China
African swine fever;Philippines
Hemorrhagic septicemia, cattle;Malaysia
Strangles, equine;United Kingdom
African swine fever;Belarus
Hepatitis E;Chad
Chikungunya;China
Clavibacter, potato;United Kingdom
Foot & mouth disease;South Korea
Salmonellosis, serotype Wandsworth;North America
Barley leaf spot;Uruguay
Japanese encephalitis;Philippines
Foot & mouth disease;China
Unexplained deaths, elephants;India
Equine herpesvirus, equine;USA
Plague, animals;USA
Canine distemper;USA
Malaria;India
Hantavirus;Argentina
Chronic wasting disease, cervids;USA
Mumps;USA, Canada
Cholera, diarrhea & dysentery;Nil
Human enterovirus;Taiwan
Equine influenza;USA
Salmonellosis, st Paratyphi B;Bhutan
Chronic wasting disease, cervid;USA
African swine fever;Papua New Guinea
Tularemia;United States
Bluetongue;Portugal
Hand, foot & mouth disease;India, Colombia
Nil;United States
Undiagnosed deaths;Brazil
Hand, foot & mouth disease;China
Fruit rot;India
Sarcoptic mange;United States
Melioidosis;Peru
Infectious salmon anemia;Canada
Poliomyelitis;Nil
E. coli EHEC;United States
Cholera;Honduras
Influenza;Nepal
Undiagnosed bacterial disease;India
Amebic meningoencephalitis;Pakistan
West Nile virus;Spain, Germany
Bovine Spongiform Encephalopathy (BSE);Denmark
Plague;Mongolia
Leprosy;West Africa
Sclerotinia;Canada
Vesicular stomatitis virus (VSV-NJ);United States
Crimean-Congo hemorrhagic fever;Pakistan
African swine fever;Zambia
Poliomyelitis;Afghanistan
Dengue;Saipan
Tick-borne encephalitis;Estonia
Chronic wasting disease;Canada
COVID-19;China
Cholera;New Zealand
Cholera, diarrhea & dysentery;Asia, Africa
Vibrio parahaemolyticus;United States
Foodborne illness;Kyrgyzstan
Puumala virus;Finland
COVID-19;China
Salmonellosis;Chile
Tomato leaf curl virus;Pakistan
Bovine tuberculosis;United States
Anthrax;Canada
Avian influenza;China
Die-off;United States
White nose syndrome;United States
Dengue;Singapore
Avian influenza;Eastern Asia
Newcastle disease;Switzerland
Classical swine fever;Italy
Cholera, diarrhea & dysentery;Nil
E. coli EHEC;United States
Avian influenza;Indonesia
Anthrax;India
White nose syndrome;bats, North America
E. coli EHEC;Canada
Avian influenza;China
African swine fever;Belgium
Avocado sunblotch viroid;Costa Rica
Pneumonia, camelids;Bolivia
Anthrax;Kenya
Anthrax;Zimbabwe
Bacterial ring rot;United Kingdom, Netherlands
Yellow fever;Ghana
Avian influenza;China, Japan, Thailand, Nigeria, Hungary
Porcine epidemic diarrhea;Dominican Republic
Botulism;United States
Anthrax;Kazakhstan
Avian influenza;Romania
Avian influenza;China
Influenza pandemic (H1N1) 2009;Nil
Cereal viruses;Tunisia
Bovine tuberculosis;United Kingdom
West Nile virus;El Salvador
Avian influenza;Bangladesh
St. Louis Encephalitis;United States
Creutzfeldt-Jakob disease;Canada
Fish poisoning;East Africa
Eastern Equine Encephalitis;United States
Contagious equine metritis;United States
Hepatitis;India
African swine fever;Uganda
Take-all;United Kingdom
Avian influenza;United States
Arboviral concerns;Australia
Undiagnosed mass die-off, geese;Ukraine
Potato virus Y;Australia
Anthrax;Kazakhstan
Pneumonia, ovine;United States
Health hazards;Qatar, Saudi Arabia
Leptospirosis;Central America
Plague;United States
Japanese encephalitis;Taiwan
Zika virus;Brazil
Undiagnosed illness;Peru
Foodborne outbreak, trichinosis;Romania
Undiagnosed deaths;Peru
West Nile virus;Canada
Diarrhea;Nigeria
Leptospirosis;United States, Israel
Plague;Nil
West Nile virus;United States
Undiagnosed illness;United Kingdom
Hendra virus;Australia
Cholera, diarrhea & dysentery;Canada 
Chronic wasting disease;Norway 
Streptococcus suis;China 
E. coli;Canada 
Crimean-Congo hemorrhagic fever;Namibia 
Chikungunya;India 
Newcastle disease;Nil 
Cholera, diarrhea & dysentery;Algeria 
Foot and Mouth Disease;Brazil 
Brucellosis;Costa Rica 
Avian influenza;China 
West Nile virus;USA 
Malaria;India 
Rabies;Russia 
BSE;Canada 
Dengue;Dominican Republic 
Ionophore intoxication;USA 
Eastern equine encephalitis;USA 
Lyme disease;USA 
Measles;Philippines 
Anthrax;USA 
Botulism;Nil 
Avian influenza;Indonesia 
Avian influenza;Turkey 
Anthrax;Slovenia 
Chronic wasting disease;USA 
Cryptosporidiosis;Canada 
Measles;USA 
Anthrax;Pakistan 
Undiagnosed illness;Nepal 
BSE;France 
COVID-19;Nil 
Foot & mouth disease;Indonesia 
Cholera, diarrhea & dysentery;Nil 
African swine fever;Zambia 
CJD;USA 
Malaria;Nil 
Pneumonia;USA 
Grapevine flavescence doree phytoplasma;Spain 
Cholera;Malaysia 
Undiagnosed respiratory disease;UK 
Viral hemorrhagic septicemia;USA 
Peste des petits ruminants;Israel 
Strangles;Guernsey 
Avian influenza;UK 
Cholera, diarrhea & dysentery;Nil 
Yellow fever;Liberia 
Anthrax;USA 
Undiagnosed hemorrhagic disease;Namibia 
Streptococcus;UK
Hepatitis;India
Avian influenza;Eurasia
Dengue;Fiji
Hantavirus;United States
Nil;Nil
Ebola;Democratic Republic of the Congo
Dioxin;Nil
E. coli EHEC;United States
Hand, foot & mouth disease;Asia
Nil;Bangladesh
Foot & mouth disease;Kazakhstan
Avian influenza;China
West Nile virus;Nil
Mycoplasma bovis;New Zealand
Aedes albopictus;Netherlands
Foot & mouth disease;Armenia
Rift Valley fever;Ethiopia
Heartland virus;United States
Avian influenza;Thailand
St. Louis encephalitis;United States
HIV;United States
Foot & mouth disease;Bolivia
Red tide;Australia
Avian influenza;Bangladesh
Foot & mouth disease;Turkey
Avian influenza;South Korea
Viral hemorrhagic septicemia;Ireland
Vibrio parahaemolyticus;United States
Legionellosis;Norway
Enterovirus 71;China
Salmonellosis;France
Anthrax;United States
Salmonellosis;United States
Avian influenza;Iran
Avian influenza;China
Chagas disease;Chile
West Nile virus;Croatia
COVID-19;Spain
Ross River virus;Australia
Brucellosis;United States
Anthrax;Kenya
Japanese encephalitis;Nepal
Dengue;Nil
Cucumber green mottle mosaic virus;New Zealand
Tomato pith necrosis;Mexico
Nil;Nil
Ebola virus disease;Sierra Leone, Liberia
Avian influenza;Romania
Anthrax;Russia
COVID-19;Nil
Influenza;Asia, America, Europe
Avian influenza, human;China, Hong Kong
Rabies;Indonesia
Avian influenza, human;Cambodia
Strongyloidiasis;Australia
Eastern equine encephalitis;USA
Undiagnosed respiratory illness;Iraq
Cholera;Tanzania
Rabies;USA
Syphilis;USA
Poliomyelitis;Pakistan, Cote d'Ivoire
Dengue;Nil
Plague;USA
Yellow fever;Cote d'Ivoire
Botulism;Kyrgyzstan
Nil;Nil
Plum pox virus;South Korea
Salmonellosis;USA
Cholera, diarrhea & dysentery;Nil
Bovine tuberculosis;New Zealand
BSE, bovine;Canada
Avian influenza;USA
Yellow fever;China
Chronic wasting disease;Nil
Hepatitis A;New Zealand
Legionellosis;USA
Salmonellosis;USA
HIV, nosocomial transmission;Kazakhstan
Malaria;USA
Chikungunya;Philippines
Influenza;Sri Lanka
Foot & mouth disease;Uruguay
Rift Valley fever;Saudi Arabia
Salmonellosis;USA
E. coli EHEC;Japan
Plague;USA
Anthrax;Russia
Typhoid fever;Tajikistan
Tobacco streak disease;India
Nil;Nil
Avian influenza;Malaysia
Prion disease;Nil
Avian influenza, (LPAI);USA
Trypanosomiasis, onchocerciasis;Nigeria
Clostridium perfringens;USA
Anthracnose;New Zealand
Rotavirus;Malaysia
Anthrax;USA
COVID-19;Brazil
Leprosy;Nepal
Malaria;Dominican Republic
Measles;Australia
Avian influenza;Asia, North Korea
Canine Influenza;United States
Hantavirus;Bolivia
Rabies;Bolivia
Eastern equine encephalitis;United States
Avian influenza;Indonesia
Salmonellosis;South Africa
Peste des petits ruminants;Iran
Avian Influenza;Cambodia
Salmonellosis;United States
Dengue/DHF;Asia
Cholera,diarrhea & dysentery;Asia,Yemen
Vesicular stomatitis;United States
Anthrax;Finland
Cercospora spot;Kenya
Rabies;United Kingdom
Anthrax;United Kingdom
Papillomavirus;United States, Florida
West Nile Virus;Canada, Ontario
Salmonella Typhimurium DT104;Australia,Sweden
Hepatitis A;United States
Hantavirus;United States, New Mexico, Argentina
Poliomyelitis;Malawi
Avian Influenza;Egypt
Anthrax;Argentina
Rabies;United Kingdom
Ralstonia Pickettii Sepsis;Australia
Coccidioidomycosis;Nil
Plague;United States
Epizootic Hemorrhagic Disease;Israel
Anthrax;Nil
West Nile Virus;Western Hemisphere
Anthrax;Nil
Anthrax;United Kingdom
COVID-19;Israel
Lassa Fever;Nigeria
Hepatitis A;Mexico
Influenza;Nil
Strangles;United States
Ciguatera Fish Poisoning;Australia
Avian Influenza;Asia,China
Pfiesteria and Pollution;Nil
Rabies;United States
Foot & Mouth Disease;India
Leptospirosis;Thailand
Akhmeta Poxvirus;Georgia
Botulism;Russia
Avian Influenza;Hungary
Anthrax;Ukraine
Snake fungal disease;USA
Dropsy;India
Newcastle disease;USA
West Nile virus;Nil
Brucellosis;Kenya, Tanzania
Equine influenza;Australia
Ricin;India
Hepatitis C;USA
Hantavirus;Chile
Cholera, diarrhea & dysentery;Nil
Monkeypox;Nil
Newcastle disease;USA
Foot & mouth disease;Israel
Citrus canker;USA
Avian influenza;China, Egypt, Vietnam
