Eastern equine encephalitis;United States of America (Florida)
MERS-CoV;Saudi Arabia, South Korea
Equine influenza;United States of America (California)
Botulism;United States of America (Wyoming)
Dengue, Dengue Hemorrhagic Fever;Nil
Brucellosis;Mexico (Jalisco)
Cysticercosis, epilepsy;Nil
Anthrax;Uganda
Respiratory syncytial virus;United States of America (Illinois)
Classical swine fever;Serbia
Rabies;Mexico (Guadalajara)
Corynebacterium;United States of America (Utah)
Nil;India
Exposure;Yemen (Sanaa)
Rift Valley fever;Niger (Tahoua)
E. coli EHEC;United States of America (Missouri)
African swine fever;Belgium, Luxembourg
Nil;Nil
Avian influenza;Togo
Cryptosporidiosis;Botswana (Central)
Malaria;Brazil (Yanomami)
Kyasanur Forest disease;India (Karnataka)
Schistosomiasis;France (Corsica)
Poliomyelitis;Philippines (Mindanao)
Nil;Jordan (Irbid)
Chronic wasting disease;United States of America (Wisconsin)
Q fever;Australia (South Australia)
Avian influenza;Canada (British Columbia)
Tuberculosis, bovine;South Africa
Leptospirosis;Guyana
Cholera, diarrhea & dysentery;Nil
Mosquitoes;United States of America
Measles;Nil
Tularemia;United States of America (Colorado)
Measles;Nil
Ebola hemorrhagic fever;Democratic Republic of the Congo (Kongo)
Rotavirus;Zimbabwe (Gokwe)
Foodborne illness;Mauritania (Hodh Ech Chargui)
Measles;Nil
Undiagnosed diseases;Angola (Benguela)
BSE;France
Undiagnosed outbreak;Sudan (Central Darfur)
Meningitis, meningococcal;West Africa
Malaria;Venezuela (Bolivar)
Hepatitis C;United States of America (Alaska)
Legionellosis;United Kingdom (England)
Emerging crop diseases;Bolivia
CJD (new variant);United Kingdom
Crimean-Congo hemorrhagic fever;Pakistan (Sindh)
Nil;Nil
Undiagnosed skin disease;Brazil
Avian influenza;Indonesia
Glanders;Brazil
Vibrio vulnificus;USA
Anthrax;Namibia
Rift Valley fever;Kenya
West Nile virus;USA
Caseous lymphadenitis;Trinidad & Tobago
Mumps;Fiji
COVID-19;China
Avian influenza;Italy
MERS-CoV;Saudi Arabia,Thailand
Foot & mouth disease;United Kingdom
MERS-CoV;Jordan,Saudi Arabia
Tularemia;Spain
African swine fever;Germany
Viral hemorrhagic fever;Canada
Chronic wasting disease;Sweden
Dengue;Nil
Cholera, diarrhea & dysentery;Nil
Avian influenza;China
Angiostrongyliasis,eosinophilic meningitis;Nil
Plague;Madagascar
Pertussis;USA
Anthrax;Italy
Avian influenza;China
E. coli;USA
California encephalitis;USA
Chikungunya,dengue;Cambodia
Avian influenza;China
Syphilis;USA
Bluetongue;Nil
African swine fever;Russia,Ukraine
Shigellosis;China
Foot & mouth disease;Uganda
Undiagnosed GI illness;Dominican Republic
BSE;Poland
Tuberculosis;Spain
Bovine tuberculosis;United Kingdom
Peste des petits ruminants;Morocco
Nil;USA
Hantavirus;Panama
COVID-19;Latvia
Salmonellosis;USA
Leaf rust;Colombia
Undiagnosed deaths;Nepal
Syphilis;Canada
Avian influenza;Ghana
Cryptosporidiosis;USA
E. coli O157;USA
Hantavirus;Canada
Foot & mouth disease;South Korea
Foot & mouth disease;Nil
Nil;India
Avian influenza;Thailand
SARS;Nil
Anthrax;USA
Poliomyelitis;Pakistan
Malaria, vivax;Germany, Greece
Nil;West Africa, Sri Lanka
Avian influenza;Bulgaria
MERS-CoV;South Korea, Saudi Arabia
Tick-borne relapsing fever;USA
Nil;Canada
West Nile virus;USA
Cholera;Kenya
Ebola virus disease;Nil
Chikungunya;Nil
Poliomyelitis;Somalia, Kenya
Avian influenza;Egypt
Legionellosis;USA
Dengue/DHF;Nil
Bordetella holmesii, pertussis-like illness;Canada
Cholera;Philippines
Influenza A (H1N1);Nil
Meningococcal disease;Nil
Bovine Spongiform Encephalopathy (BSE), Variant Creutzfeldt-Jakob Disease (V-CJD);Nil
Foot & mouth disease;Kazakhstan
Nil;Colombia
Zika virus;Americas, Asia
Campylobacteriosis;USA
Bovine Spongiform Encephalopathy (BSE);Canada
Meningococcal disease;Nil
Hepatitis E;USA
Atypical myopathy;UK
Avian influenza;Turkey
Botulism;Spain
Equine influenza;USA
Bovine tuberculosis;USA
Rabies;Indonesia, USA
Rabies;USA
Bovine Spongiform Encephalopathy (BSE);Netherlands
Legionellosis;Sweden
Prion disease;France
Deformed wing virus;Nil
Cyclosporiasis;USA
COVID-19;Nil
Foodborne illness;Madagascar
COVID-19;Nil
Contagious bovine pleuropneumonia;Namibia
West Nile virus;Canada, USA
Leptospirosis;Argentina
Lassa fever;Nigeria
Cholera, diarrhea & dysentery;Africa, Asia
Avian influenza;Viet Nam
Yellow fever;Sudan
Nil;Nil
Rabies;Colombia
Bluetongue;Europe, UK
Cholera, diarrhea & dysentery;Nil
Hantavirus infection;Brazil
Staphylococcus aureus, Methicillin-Resistant Staphylococcus aureus;Uruguay
Yellow fever;Nigeria
African swine fever;Germany
Legionellosis;USA
Avian influenza;Poland
Poliomyelitis;Africa
Foot and mouth disease;Botswana
Porcine epidemic diarrhea;Ukraine
Dengue;Nil
Clostridium difficile;Canada
Kyasanur Forest disease;India
Escherichia coli, E. coli EHEC;USA
Hantavirus;Chile
Anthrax;Turkey
Influenza pandemic (H1N1) 2009;Argentina
Avian influenza;Indonesia, Thailand
Mumps;Canada, USA
Equine influenza;Australia
Gastroenteritis;USA
Anthrax;Georgia
Tularemia;USA
Listeriosis;USA
Infant botulism;Japan
Japanese encephalitis;India
Avian influenza;Indonesia
Hendra virus;Australia
Pseudomonas aeruginosa;Norway
Undiagnosed fungi;Spain
Foodborne illness;New Zealand
Anthrax;USA
Undiagnosed deaths;Italy
Syphilis;Iceland
Hantavirus pulmonary syndrome;Brazil
Escherichia coli, E. coli EHEC;USA
Influenza;Canada, India
Dengue;Nil
Rinderpest;East Africa
Tularemia;USA
Dengue/DHF;Indonesia
Dengue;Singapore
Black rot;United States
E. coli O157;Canada
Smallpox;Nil
Yellow fever;Senegal
Hantavirus;Chile
Yellow leaf curl;Australia
Dengue/DHF;Nil
Avian influenza;Nil
Meningitis, meningococcal;United States
Anthrax;Philippines
Ciguatera toxin;Bahamas
COVID-19;India
Chikungunya;India
Lead;United States
Ebola virus disease;Nigeria, Liberia, Sierra Leone
Brucellosis;Russia
Hepatitis A;Argentina
BSE, bovine;United States
Avian influenza;Eastern Asia
Salmonellosis;United States
Toxic algae;New Zealand
Brucellosis;Belgium
Hemorrhagic pneumonia;Brazil
Hantavirus;Chile
Cholera, diarrhea & dysentery;Africa
Measles;Nil
Xenotransplantation;Nil
Hog cholera/swine fever;Nil
Botulism;New Zealand
Clubroot;Canada
Undiagnosed disease;Pakistan
Hepatitis A;United States
Scrub typhus;Chile
Tuberculosis, bovine;Russia
Australian bat lyssavirus;Australia
Pertussis;Canada
Avian influenza;China
Renal disease;Mexico
Anthrax;Russia
Avian influenza;Egypt
Huanglongbing, citrus;United States
Rabies;United States
Undiagnosed die-off;Spain
Rice disease;India
Influenza;Nepal
Avian influenza;Thailand
Influenza;China, Hong Kong
Avian influenza;Viet Nam
Rabies;Mexico
Avian influenza;Germany, Viet Nam
Cholera;Hong Kong
Anthrax;Germany
Plague;Madagascar
West Nile virus;United Arab Emirates
Avian influenza;United Kingdom
E. coli EHEC;Japan
Anthrax;United Kingdom
Chronic wasting disease;United States
Bacterial spot;Turkey
Rabies;Brazil
Avian influenza;China
Avian influenza;Turkey
Nil;Nil
Ross River virus;Japan, Australia
Bluetongue;United Kingdom, Germany
Anaplasmosis;China
Nil;Nil
Undiagnosed deaths;United States
West Nile virus;United States
Mumps;United States, Louisiana, United Kingdom
Avian influenza;Germany
Arenavirus hemorrhagic fever;Bolivia
Rabies;United States
Listeriosis;United States
Eastern equine encephalitis;Belize
Babesiosis, Anaplasmosis;United States
Anthrax;Pakistan
Rabies;Philippines
Anthrax;Australia
Legionellosis;United States
Undiagnosed illness;India
African horse sickness;Thailand
Avian influenza;China
COVID-19;Nil
Undiagnosed disease;Belgium
Stolbur leaf scorch;Turkey
Measles;Russia
Feral cat control;Nil
Hepatitis E;Niger
Japanese encephalitis;India
Rabies;Indonesia
Malaria;Australia
Salmonellosis;United States
HIV;Mexico
Cholera;Chile
Lyme disease;United States
Undiagnosed fatal disease;Laos
Rabies;Puerto Rico
Salmonellosis;United States of America
Undiagnosed disease;China
Poliomyelitis;Dominican Republic
E. coli O157;United States of America
Legionellosis;Australia, Indonesia
Dengue, Dengue Hemorrhagic Fever;Nil
Fusarium oxysporum;Mexico
Tick-borne encephalitis;Russia
Cholera, diarrhea & dysentery;Nil
Botulism;Canada, Alaska
Foot & Mouth Disease;Botswana
Bluetongue;France
Banana diseases;Ecuador
Potato yellow blotch virus;United Kingdom
Rabbit hemorrhagic disease;Guernsey
Avian Influenza;Indonesia
Mycobacteriosis;United States of America
Avian Influenza;Viet Nam
Avian Influenza;Canada
Clostridium difficile;United Kingdom
Anthrax;Zimbabwe
Listeriosis;Netherlands
Bourbon virus;United States of America
Gastroenteritis;Cuba
Cryptosporidiosis;United States of America
Norovirus;Spain, United States of America
Nil;Nil
Monkeypox;Central African Republic
Lassa fever;Nigeria
Aflatoxin poisoning;Kenya
Rabies;Russia
Influenza;Nil
Foodborne illness;South Africa
Viral hemorrhagic septicemia;United States of America
BSE;Japan
Canine influenza;United States of America
Avian Influenza;Indonesia
Hepatitis E virus;Uganda
Microsporidia;India
SARS;Nil
Avian Influenza;Sweden
Lumpy skin disease;India
African swine fever;Russia
Crimean-Congo hemorrhagic fever;Iraq, Iran, Russia
Tularemia;United States of America
Anthrax;Uganda
Listeriosis;United States of America
Influenza;South Africa
Tularemia;United States of America
Quick wilt, new phytoplasma;India
Parapoxvirus;United Kingdom (Scotland)
Wheat streak mosaic virus;Argentina
Lassa fever;Nigeria
Legionellosis;USA (Minnesota)
Pertussis;USA (South Carolina)
West Nile virus;USA (Florida)
Cholera;Japan
Avian influenza;United Kingdom (England)
Lassa fever;Sierra Leone (Kenema)
Trichinellosis;Germany (Western Pomerania)
Avian influenza;China (Qinghai)
Cholera, diarrhea & dysentery;Yemen
Prion disease;France
Lassa fever;Nigeria (Anambra)
Poliomyelitis;Nil
Measles;Russia (Amur, Bashkortostan)
Nil;Canada
Foot & mouth disease, Rift Valley fever;Egypt
Mosquito;Canada (Ontario)
BSE;Nil
Nil;Nil
Avian influenza;China
Foot & mouth disease;China (Chongqing)
Dolphin die-off, domoic acid;USA (California)
Food Poisoning;Philippines (Bohol)
Foot & mouth disease;South Korea
Human enterovirus;Taiwan, Canada (Ontario)
Blue Tongue;Kenya
Meningitis, meningococcal;Australia (New South Wales)
Pantoea leaf blight;India (Kerala)
Yellow fever;Brazil (Parana)
Epizootic hemorrhagic disease;Israel
Yellow fever;Burkina Faso (South)
Witches broom, cassava;Cambodia
Strangles;USA (Florida)
Hepatitis B;Uganda (Southeast)
E. coli EHEC;USA (Missouri)
Avian influenza;Canada (Newfoundland and Labrador)
Influenza, swine;USA (Michigan)
Equine herpesvirus;USA (Michigan)
Vesicular stomatitis;USA (Texas)
Bluetongue;Greece (Lesvos)
Hantavirus;Panama (Los Santos)
Foot & mouth disease;Taiwan
Monkeypox;Nigeria
MERS-CoV;Saudi Arabia
Plague;Algeria (Oran)
Hantavirus;USA (Montana)
Rift Valley fever;South Africa (Mpumalanga)
Dengue/DHF;Cuba
Hantavirus;United States of America
Vibrio parahaemolyticus;United States of America
Rabies;United States of America
Guillain Barre Syndrome;Venezuela
Blight diseases;United States of America
Measles;United Kingdom
Brucellosis;Bulgaria
Pertussis;Viet Nam, New Zealand
Cholera, diarrhea & dysentery;Nil
Measles;Ireland
Malaria;Paraguay, Democratic Republic of the Congo
Yellow fever;Bolivia
Anthrax;Canada
Creutzfeldt-Jakob disease;United Kingdom
Chikungunya;Indonesia
Shigellosis;United States of America
Crimean-Congo hemorrhagic fever;Turkey
Foot & mouth disease;Mozambique
Cholera;Japan, Indonesia, Philippines, Thailand
Cholera;Uganda
Cholera, diarrhea & dysentery;Nil
Plague;Madagascar
Poliomyelitis;Ethiopia, Pakistan
Nil;United States of America
Brucellosis;United States of America
Mumps;United States of America
Mycobacterium abscessus;United States of America
Cryptosporidiosis;Australia
Yellow fever;Peru
Mushroom poisoning;Russia
Crimean-Congo hemorrhagic fever;South Africa
Plague;Peru
Ebola virus disease;United Kingdom
Foodborne illness;India
Nil;United States of America
Paralysis;Angola
Malaria;Dominican Republic
Avian influenza;United States of America
Zika virus;United States of America
Nil;Nil
Japanese encephalitis;India
Scrub typhus;India
Meningitis;Germany
Hantavirus;United States of America
Influenza;Nil
Anthrax;United States of America
Chronic wasting disease;United States of America
Red tide;United States of America
E. coli, hemolytic uremic syndrome;United States of America
Equine herpesvirus;United States of America
Epizootic hemorrhagic disease, bovine;Guadeloupe
Leprosy;USA
Nil;Greenland
Nil;Nil
Avian influenza;Egypt
Hepatitis A;Indonesia
Guillain-Barre syndrome;Bangladesh
Nil;USA
Rift Valley fever;South Africa
Botulism;Canada
Brucellosis;USA
Nil;Nil
Cholera;Thailand
Nil;India
Avian influenza;Viet Nam
Infant botulism;Spain
COVID-19;Spain
Nil;Nil
Heartland virus;USA
Avian influenza;Nepal
Soybean rust;USA
MERS-CoV;Saudi Arabia
Anthrax;United Kingdom
Newcastle disease;Australia
Chytrid fungus;Nil
Schmallenberg virus;Nil
Nil;Cuba
Psittacosis;Russia
Nil;Nil
Nil;USA
Hemorrhagic septicemia;Kazakhstan
Salmonellosis;USA
Rift Valley fever;Kenya
Influenza;Nil
Leishmaniasis;Kenya
Acute respiratory syndrome;Democratic Republic of the Congo
Avian influenza;Viet Nam
Equine herpesvirus;USA
Syphilis;Canada
Avian influenza;Nil
Cholera, diarrhea & dysentery;Nil
Ciguatera fish poisoning;China
Citrus canker;Australia
Salmonellosis;USA
Foot & mouth disease;Colombia
Avian influenza;Laos
Nil;Haiti
Novel coronavirus;Jordan
COVID-19;Nil
Nil;Scotland
Anaplasmosis;United States of America
Anthrax;Romania
Strangles;United States of America
Avian influenza;Netherlands
BSE;Nil
Foot and mouth disease;China
African horse sickness;Eswatini (Swaziland)
Zika virus;Indonesia
Yellow fever;Peru
Typhoid fever;Nil
Nil;Nil
Plague;Madagascar
Avian influenza;Indonesia
Anthrax;United States of America
Plague;United States of America
Malaria;Zimbabwe
Rift Valley fever;South Africa
Cholera;France
Shigellosis;United States of America
Malaria;India
Chronic wasting disease;United States of America
Hand, foot and mouth disease;Malaysia
Paralytic shellfish poisoning;New Zealand
Rabies;Sri Lanka
Eastern equine encephalitis;United States of America
Mare reproductive loss syndrome;United States of America
Sheep pox & goat pox;Russia
African swine fever;Romania
Salmonellosis;Nil
Avian influenza;Pakistan
White nose syndrome;United States of America
Mycobacterium abscessus;United Kingdom
Avian influenza;China
Ebola virus disease;Nil
Hantavirus;Chile, Paraguay
Nil;United States of America
Kyasanur Forest disease;India
COVID-19;China (Hong Kong)
Botulism;China (Hong Kong)
Ross River virus;Australia
Influenza;Nil
Trachoma;Nepal
Nil;Mexico
Cyclosporiasis;United States of America
Vesicular stomatitis;United States of America
African swine fever;China
Malaria;Greece
Porcine epidemic diarrhea;Canada
Lumpy skin disease;Nil
COVID-19;Nil
COVID-19;Nil
Mumps;USA
Cholera, diarrhea & dysentery;Nil
Leptospirosis;Kenya
Foot & mouth disease;India
Chronic wasting disease;Norway
Ebola virus disease;Nil
Rabies;Colombia
Porcine reproductive & respiratory syndrome;Viet Nam
Avian influenza;Nepal
Anthrax;USA
Nil;Nil
Leishmaniasis, visceral;South Sudan
Aspergillosis;USA
Newcastle disease;Slovakia
BSE;USA
Hepatitis A;USA
Eastern equine encephalitis;Belize
COVID-19;Nil
Nil;United Kingdom
Hantavirus;Panama
Cholera, diarrhea & dysentery;Nil
Distemper;USA
Nil;USA
Meningitis;Ethiopia
Scrapie;Iceland
Botulism;Italy
Tick-borne encephalitis;Russia
Lyme disease;USA
BSE;USA
Avian influenza;Nil
Gastroenteritis;USA
Measles;Nil
Avian influenza;Russia
Tetrodotoxin;New Zealand
Ross River virus;Australia
Botulism;USA
Nil;India
Trachoma;Sudan
Murine typhus;New Zealand
Foodborne illness;Nigeria
Pale cyst nematode;USA
Salmonellosis;Norway
African horse sickness;South Africa
Avian influenza;Indonesia, Viet Nam
Nil;USA
Leptospirosis;United Kingdom
Food poisoning;South Korea
West Nile virus;Nil
Avian influenza;Iran
Vesicular stomatitis;Belize
Brucellosis;Azerbaijan
Powassan virus encephalitis;United States
Mumps;United States
Trypanosomiasis, African;Ethiopia
Hepatitis A;United States
Plague;United States
Undiagnosed gastroenteritis;Pakistan
Equine infectious anemia;Poland
Pulmonary fibrosis;South Korea
Crimean-Congo hemorrhagic fever;Kosovo
Varicella;Mexico
Undiagnosed deaths;Australia
E. coli O157;United States
Late blight;Nil
Ebola hemorrhagic fever;Uganda
Cholera, diarrhea & dysentery;Nil
West Nile virus;United States
Anthrax;Nil
Mayaro virus disease;Venezuela
BSE, bovine;Ireland
Ebola;Nil
Q fever;Argentina
Nil;Nil
Undiagnosed die-off;Kazakhstan
Influenza;United States
Undiagnosed hemorrhagic disease;Tanzania
Foodborne illness;Nepal
Taproot decline;United States
Hepatitis A;Brazil
Measles;Nil
Avian influenza;Indonesia
Avian influenza;Uganda
Equine infectious anemia;Ireland
Peste des petits ruminants;Morocco
Foodborne illness;Ukraine
Foodborne illness;Iraq
Cholera, diarrhea & dysentery;Yemen
Bovine tuberculosis;United States
Nil;Nil
Avian influenza;Benin
Avian influenza;Netherlands
Streptococcus zooepidemicus;United States
BSE;Japan
Cyclosporiasis;Canada
Undiagnosed respiratory illness;United States
Legionellosis;Australia
Hemorrhagic fever;Democratic Republic of the Congo
Nil;Nil
Japanese encephalitis;India
West Nile virus;Canada
African swine fever;Europe
Cholera, diarrhea & dysentery;Americas, Africa
E. coli EHEC;Austria
Chapare virus;Bolivia
Pertussis;USA, Canada
Rabies;China
Chikungunya;Americas, Asia
Nil;Chile
Bluetongue;United Kingdom
Listeriosis;USA
Tick-borne disease;United Kingdom
Ebola;Democratic Republic of Congo
Contagious equine metritis;USA
Equine influenza;USA
Undiagnosed illness, canine;Canada
Dengue/DHF;Americas
Anthrax;South Africa
Tuberculosis;Spain
Hantavirus;Chile
COVID-19;China, Italy, Iran
Rabies;Africa, Asia
Enteric disease;Nil
Black streaked dwarf, rice;Viet Nam
Rabies;Spain
Hantavirus;Chile
COVID-19;Nil
Yellow fever;Sudan
African swine fever;Germany
Vesicular stomatitis;Belize
Influenza;Nil
Undiagnosed illness;Viet Nam
Pertussis;Canada
Crimean-Congo hemorrhagic fever;Turkey
Equine infectious anemia;USA
E. coli EHEC;USA
Skin infections, CA-MRSA;USA
Yersiniosis;Japan
African swine fever;Germany
Measles;Australia, South Africa
Influenza vaccine;Nil
Yellow fever;Peru, Brazil
Dolphin mortality;USA
Avian influenza;China
Invasive tick;USA
Epizootic hemorrhagic disease;USA
Salmonellosis;Denmark, Germany, Austria
Dengue;Argentina, Brazil, Paraguay
West Nile virus;Bulgaria
Hepatitis A;USA
SARS;China
Nematodes;Kenya
Avian influenza;Indonesia
Gastroenteritis, E. coli;Sweden, Balkans
Arboviral encephalitis;Australia
Malaria;Venezuela
Listeriosis;South Africa
West Nile virus;United States, Vermont, Montana, Ohio
Rabies;Peru
Poliomyelitis;Saudi Arabia
Ackee poisoning;Jamaica
Chikungunya;Taiwan, Southeast Asian countries
Anthrax;Kyrgyzstan
Yellow fever;Brazil, São Paulo
West Nile virus;Canada, Ontario
E. coli;Canada, Ontario
Pertussis;United States
Foot & mouth disease;South Korea
Ebola virus disease;West Africa
Measles;Worldwide, Americas, Asia, Pacific, Indian Ocean
Salmonellosis;Australia
Avian influenza;Europe
Avian influenza;Egypt
Crimean-Congo hemorrhagic fever;Pakistan
Avian influenza;Russia
Japanese encephalitis;Vietnam, China, Hong Kong
Rabies;Canada, Ontario
Encephalitis;India, Uttar Pradesh
Brucellosis;Syria
Epizootic hemorrhagic disease;United States, Ohio
Legionellosis;United States, Texas, Oklahoma
Avian influenza;Uganda
Amebic meningoencephalitis;India, Kerala
Malaria;Brazil, Rio de Janeiro
Potato spindle tuber viroid;Nil
Infant botulism;United States
Salmonellosis;United States, Colorado
Ebola;Congo DR, North Kivu, Ituri
Anaplasmosis;United States, New York City
Vibrio ordalii;United States, New Jersey
Bovine tuberculosis;Switzerland, Fribourg
Poliomyelitis;India, Mumbai
Hantavirus pulmonary syndrome;Panama
Salmonellosis;Australia, Queensland
Nil;Argentina
COVID-19;Nil
Foot & mouth disease;Malawi, Southern
Anthrax;Canada, Saskatchewan
Legionellosis;United States, Connecticut
Anthrax;India, Tamil Nadu
Cholera, diarrhea & dysentery;Nil
HIV;Europe
Cholera, diarrhea & dysentery;Africa
Salmonellosis;Netherlands
Ebola virus;USA
Echinococcosis;Russia
Bovine tuberculosis;France
E. coli O157;USA
Angiostrongylus vasorum;United Kingdom
COVID-19;Nil
Botulism;Ukraine
Tularemia;USA
Zika virus;Americas, Africa, Middle East
Trypanosomiasis;Burkina Faso
African horse sickness;South Africa
Ngari virus;East Africa
White spot syndrome;USA
Foot & mouth disease;Georgia
Foodborne illness;Madagascar
Avian influenza;Indonesia, Thailand
Legionellosis;Australia
BSE;USA
Anthrax;Russia
Avian influenza;Thailand
Hepatitis A;USA
Meningitis, meningococcal;Burkina Faso
Theileria;New Zealand
BSE/CJD;United Kingdom
Avian influenza;Egypt
E. coli;USA
Cholera, diarrhea & dysentery;Americas
Avian influenza;China
Avian influenza;Canada
Typhoid fever;Gabon
COVID-19;Israel
Vesicular stomatitis;USA
E. coli EHEC;Canada
Orthopoxvirus;Georgia
Japanese encephalitis;India
Staphylococcus aureus MRSA;USA
Dengue/DHF;Americas
West Nile virus;USA
Anthrax;Australia
Ebola;Zaire
West Nile virus;Romania
Rhizoctonia disease;United Kingdom
E. coli O157;United Kingdom
Undiagnosed illness;Cambodia
Japanese encephalitis;South Korea
Malaria;India
Nil;United States of America
Oropouche virus;Brazil
Rotavirus gastroenteritis;Russia
Avian influenza H5N1;East Asia
Equine influenza;Australia, Japan
Ebola;Nil
Hepatitis A;United States of America
Bovine brucellosis;Fiji
Legionellosis;Norway
Mycobacteriosis;United States of America, California
Anthrax;Myanmar
Avian influenza H5N8;Iran
Measles;Nil
