Ebola;Nil
Legionellosis;USA
Cholera, diarrhea & dysentery;Nil
Poliomyelitis;Nil
Anthrax;Uganda
Salmonellosis;Nil
Panama disease, Banana bunchy top;Pakistan
Hantavirus;USA
Chikungunya;Micronesia
Avian influenza;South Korea
Dengue/DHF;Nil
Maedi-visna;United Kingdom
Rocky Mountain spotted fever;USA
Anthrax;Indonesia
Deformed wing virus;United Kingdom
Avian influenza;Nil
Undiagnosed respiratory illness;Tristan da Cunha
Yellow fever;Liberia
WER Contents;Nil
Hepatitis E;Nil
Meningitis, meningococcal;Nigeria
Salmonellosis;Norway
Toxic algae;USA
Sphaeridiotrema globulus;USA
Salmonellosis;Russia
Chronic wasting disease;Canada
Anthrax;Kenya
Undiagnosed Illness;Myanmar
Salmonella;United Kingdom
African swine fever;China
Nipah virus;India
Nil;USA
Avian influenza;China, Hong Kong
Banana bunchy-top disease;USA
Ehrlichiosis;Australia
Nipah virus;Malaysia
Tuberculosis;Australia, Papua New Guinea
Avian influenza;Russia
Hepatitis E;Namibia
Rabies;Asia, Qatar, Nepal
Japanese encephalitis;China, Hong Kong
Late blight;India
Anthrax;India
Ricin;USA
Cholera;Philippines
Meningococcal disease;Nil
BSE;Nil
Norovirus;USA
Nil;Nil
West Nile virus;Nil
Red ring disease;Trinidad and Tobago
Undiagnosed disease;New Zealand
Foot & mouth disease;Brazil
Undiagnosed illness;Liberia
Poliomyelitis;Democratic Republic of the Congo
Sheep pox & goat pox;Egypt
Ebola virus disease;Congo DR
Leishmaniasis;Armenia
Rabies;Indonesia
Cholera, diarrhea & dysentery;Yemen
Avian influenza;Cambodia, Egypt
Ebola virus disease;Sierra Leone
Anthrax;Russia
Syphilis;Japan
Undiagnosed hemorrhagic fever;Uganda
Epizootic hemorrhagic disease;USA
MERS-CoV;Saudi Arabia
Dengue;USA
Human papilloma virus;Denmark, Sweden
Chikungunya;India
Vibrio parahaemolyticus;USA
Lassa fever;Nil
Yellow fever;Brazil
Rabies;Ghana
Nil;Nil
Smallpox;USA
Undiagnosed illness;India
Rift Valley fever;Mayotte
Influenza A (H1N1);USA
Bovine Spongiform Encephalopathy (BSE);Austria
Undiagnosed paralytic disease;Namibia
Ebola;Democratic Republic of the Congo
Avian influenza;Eurasia
Malaria;USA, Costa Rica
Rabies;United Kingdom
Malaria, Avian Malaria;New Zealand
Salmonellosis;USA
Rabies;Ukraine
Nil;USA
Nil;USA
Monkeypox;Republic of the Congo
Varicella, Methicillin-resistant Staphylococcus aureus (MRSA);USA
Psittacosis;USA
Crimean-Congo hemorrhagic fever;Iran
Avian influenza;Sweden
Leptospirosis;Guyana
Nil;USA
Chikungunya;Viet Nam
COVID-19;Canada
Salmonellosis;USA
Bacterial wilt;Kenya
Chronic wasting disease;USA
West Nile virus;USA
Nil;Nil
Lumpy skin disease;Albania
Rabies;USA
Monkeypox;Nil
Hand, Foot & Mouth Disease;Singapore, Malaysia
Hepatitis;India
Classical Swine Fever;Belize
Middle East Respiratory Syndrome (MERS-CoV);Saudi Arabia
Poliomyelitis;Israel
Clostridium difficile;Canada
Avian influenza;Viet Nam
Meningococcemia;Dominican Republic
Mumps;USA
Avian influenza;Bulgaria
African swine fever;China
Avian influenza;Philippines
Root rot;Bangladesh
Dolphin morbillivirus;Australia
Chronic wasting disease;Nil
Leptospirosis;Philippines
Cholera, Diarrhea & Dysentery;Nil
Chronic wasting disease;USA
White nose syndrome;USA
Anthrax;United Kingdom
Avian influenza, human;Viet Nam
Monkeypox;Nil
Gastroenteritis;Russia
African swine fever;Germany
Creutzfeldt-Jakob disease;United Kingdom
Hantavirus infection;Brazil
Botulism;Ireland, Poland
Salmonella;USA
Bluetongue, ovine;Algeria
Lumpy skin disease, bovine;Kazakhstan
Leptospirosis;USA
Hantavirus;Argentina
Newcastle disease;USA
Nil;Nil
Hendra virus;Australia
Malaria;Tanzania
Bacillus cereus;USA
Creutzfeldt-Jakob disease;Nil
Campylobacter;United Kingdom
Chikungunya;Italy
Undiagnosed illness, bovine;Israel
Japanese encephalitis;India
Foot and mouth disease;Indonesia
Foodborne illness;USA
Rift Valley fever;Kenya, Somalia
Hantavirus;Peru
Anthrax;Canada
Botulism;USA
Herpes B virus;Australia
Plant pathogens;Nil
Undiagnosed disease, tomato & capsicum;Morocco
Snake fungal disease;USA
Measles;Australia
Rabies;USA
Aichi virus;Nil
Bovine tuberculosis;France
Influenza;Nil
COVID-19;USA
Texas cattle fever tick;USA
Cadang-Cadang disease;Philippines
Influenza A;Nil
Malaria;Ghana
E. coli O157;United Kingdom
Irradiation of foodstuffs;Nil
Die-off, apis;USA
Rubella;Fiji
Anthrax;Canada, USA
Legionellosis;United Kingdom, Greece
African swine fever;Russia
Cholera;Japan
Anthrax;Canada
Murray Valley encephalitis;Australia
Bluetongue;Argentina
Measles;Germany
Ebola hemorrhagic fever;Republic of the Congo
Lassa fever;Nigeria
Ebola virus;Nil
Foot & mouth disease;Paraguay
Mumps;Spain
Avian influenza;Nil
Legionellosis;USA
Hepatitis C;USA
Rubella;Solomon Islands
Avian influenza;Germany
Botulism;United Kingdom
West Nile virus;Nil
Hepatitis C;China
West Nile virus;Italy
Streptococcus suis;Vietnam
Anaplasmosis;USA
White nose syndrome;USA
Rabies;USA
Poliomyelitis;Senegal
Undiagnosed febrile illness;India
Equine herpesvirus;USA
Rickettsiosis;Mexico
Rabies;Nil
Hepatitis C;USA
Foot & mouth disease;USA
Wheat viruses;USA
Gastroenteritis;China
Foot & mouth disease;Botswana
Peste des petits ruminants;Iran
Avian influenza;Iran
Yellow fever;Sudan
Downy mildew disease;Australia
Lassa Fever;Nigeria
Foot & mouth disease;Colombia
Mortality, human, cause unknown;Papua New Guinea
Rabies;Nil
Eastern equine encephalitis;USA
Undiagnosed fatalities;South Africa
Pork contamination;China
Foot & mouth disease;North Korea
Food disparagement laws;Nil
Measles;Nil
Cholera, diarrhea & dysentery;Nil
Salmonellosis;USA
Chikungunya;Malaysia
Avian influenza;United Kingdom
SARS;Nil
Poliomyelitis;Global, Afghanistan, Nigeria
Cholera;Thailand
Diphtheria;India (Haryana)
Rabies;Europe (Spain)
Pertussis;Australia
Foot & mouth disease;Japan (MZ)
MERS-CoV;Saudi Arabia (SH, HA)
Guinea worm;Ethiopia (GA)
Legionellosis;Norway (Southeastern)
Salmonella java;United Kingdom
Dengue/DHF;Nil
Clostridium difficile;Canada (ON)
Largemouth bass virus;USA (Louisiana)
Karnal bunt;South Africa
Rabies;Indonesia (BA)
Undiagnosed disease;Nepal (SI)
Leishmaniasis;USA
Pneumonia;USA (VA)
West Nile virus;USA
Marek's disease;Ecuador (Galapagos Islands)
African swine fever;Poland (MZ)
Pertussis;Spain
Ebola virus disease;Congo DR (OR)
White nose syndrome;North America (USA IL)
Foot & mouth disease;China (Chongqing City, Gansu)
Chronic wasting disease;USA (Colorado)
Undiagnosed whale deaths;USA (Northwest)
Undiagnosed deaths, avian;USA (FL)
Potomac horse fever;USA (KY)
Kyasanur Forest disease;India (GA,MH)
Malaria;India (DL)
Eastern equine encephalitis;USA (MI)
Classical swine fever;South Korea (KG)
West Nile virus;Saudi Arabia
Drug defect (valsartan), vaccine defect (rabies DTaP);China
Measles;Angola, South Africa (LP)
Influenza A(H1N2)v;USA (MN)
Leishmaniasis;Colombia (ST)
Salmonellosis;USA
Dengue/DHF;Americas, Asia, Africa
West Nile virus;USA (Illinois)
Hantavirus;Argentina (SA)
Hand, foot & mouth disease;Singapore, Brunei
Botulism;Russia (Samara)
Salmonellosis;USA (IL)
Burkholderia cepacia;USA
Avian influenza;Indonesia (SS)
Ebola;Congo DR
Balclutha horse syndrome;New Zealand
West Nile Virus;Canada
Mumps;United Kingdom
Anthrax;Russia
Streptococcus, scarlet fever;United Kingdom
Cholera, diarrhea & dysentery;Nil
Hantavirus;Chile
Brown rot;Poland
Sheep pox & goat pox;Bulgaria
Nil;India
Nil;USA
Newcastle disease;USA
Zika virus;Nil
African horse sickness;South Africa
Foot & mouth disease;Cyprus
Nil;Nil
West Nile virus;United Kingdom
Lyssavirus;Australia
Asian soybean rust;South Africa, USA
Avian influenza;China
Hepatitis A;Russia
Foot & mouth disease;China
Brucellosis;USA
Rift Valley fever;Mauritania
Yellow fever;Bolivia
Nil;Germany
Rabies;USA
Foot & mouth disease;South Africa
Zika virus;Nil
Bovine tuberculosis;USA
Tularemia;USA
Anthrax;Russia
Influenza;China
Ebola;Nil
Crimean-Congo hemorrhagic fever;Pakistan
Rabbit hemorrhagic disease;New Zealand
Bovine respiratory disease;Australia
Sheep pox & goat pox;Israel
Botulism;Taiwan
Light leaf spot;United Kingdom
Cleft palates;Australia
Avian influenza;Nil
Hepatitis, undefined;USA, Israel
Crimean-Congo hemorrhagic fever;Pakistan
Varicella;USA
Gastroenteritis;China
Wheat stem rust;Nil
Opisthorchiasis;Russia
Tularemia;France
Japanese encephalitis;India
Tick-borne encephalitis;Russia
Malaria;India
Bovine tuberculosis;Spain
Ehrlichiosis;USA
Ebola;Democratic Republic of the Congo
Poliomyelitis;Pakistan
Rabies;Nil
Leptospirosis;United Kingdom
Granuloma inguinale;United Kingdom
Brucellosis;Taiwan
Plague;USA
Undiagnosed disease;China
Foot & mouth disease;China
Anthrax;USA
Epizootic hemorrhagic disease;USA
Nil;Qatar
Avian influenza;Viet Nam
Anthrax;USA
Anthrax;USA
Bluetongue;Europe
Avian influenza;India
E. coli;Canada
Creutzfeldt-Jakob disease (variant);United Kingdom
Avian influenza;Taiwan
Avian influenza;Indonesia
Measles;Australia
Cholera-like illness;Afghanistan
Nil;Tanzania
Influenza pandemic;Nil
Crimean-Congo hemorrhagic fever;Pakistan
Mycobacterium ulcerans;Congo
Mumps;Canada
Avian influenza;Hong Kong
COVID-19;United Kingdom
Foot & mouth disease;Israel
Kyasanur Forest disease;India
Paratyphoid fever;North Korea
Nil;Cote d'Ivoire
Rabies vaccination;Nil
Histomoniasis;USA
Chikungunya;Nil
Salmonellosis;Canada
Ebola;Nil
Cryptosporidiosis;USA
Rabies;USA
Ebola;Nil
Angiostrongylus cantonensis;USA
Plague;USA
Influenza;Nil
MERS-CoV;Saudi Arabia
Datura poisoning;Canada
E. coli EHEC;USA
Chlorine gas exposure;USA
Undiagnosed disease, porcine;China
Influenza;Australia, Asia, Americas
Clostridium perfringens;Nil
Avian influenza, human;China, Hong Kong, Zhejiang
Rabies;USA
Avian influenza, human;Egypt
Foot & mouth disease;Japan
African swine fever;Dominican Republic
MERS-CoV;Saudi Arabia
Rabies, animal, human;Africa, Asia
Q fever;Netherlands
Yellow fever;Nil
Nil;Indonesia
Leishmaniasis;Afghanistan
Leaf rust, coffee;Viet Nam
Nil;USA
Peste des petits ruminants;Libya
Peste des petits ruminants;Comoros
Avian influenza;Philippines
COVID-19;Nil
E. coli EHEC;United Kingdom
Rabies, arctic fox;Norway
Foot & mouth disease;Israel
Porcine reproductive & respiratory syndrome;Viet Nam
SARS;Nil
Infectious Bursal Disease;Antarctica
Syphilis;Canada
Human papillomavirus;Indonesia
Rabies;USA, Brazil
Avian influenza;China
Dengue/DHF;Honduras
Ross River virus;Australia
Anthrax, human;USA
COVID-19;Kazakhstan
Malaria, falciparum;India
West Nile virus;USA
Anthrax;USA
Foot & mouth disease;Ireland
Virus disease, rice;Viet Nam
Sick building syndrome;USA
MERS-CoV;Saudi Arabia
Avian influenza;Taiwan
Staph. aureus;Spain
Chronic wasting disease, cervid;USA
Hand, foot & mouth disease;China
Avian influenza;China
Histoplasmosis;Canada
Gastroenteritis;Bangladesh
Cholera;Nil
Babesia;USA
Papaya ringspot virus, Papaya mosaic virus;Mexico
Anthrax;Zimbabwe
Hemolytic uremic syndrome;USA
Tularemia;Norway
Rabies;Ukraine
E. coli EHEC;USA
Avian influenza;Iraq, Turkey
Rabies;Indonesia
Avian influenza;Mongolia
Hepatitis E;Chad
Cholera, diarrhea & dysentery;Nil
Undiagnosed disease;Guyana
Nil;Nil
Monkeypox;Nil
Bovine tuberculosis;Israel
Non-TB mycobacteria;USA
Yellow fever;Americas, South America
Anthrax;Australia
Influenza;USA
Schmallenberg virus;Europe
Stripe rust;United Kingdom
Rabies;Canada
Influenza;United Kingdom
Avian influenza;China
Rabbit hemorrhagic disease;Australia
Yellow fever;Americas
Mucormycosis;Australia
Dengue;Nil
Crimean-Congo hemorrhagic fever;Pakistan
Strangles;USA
Arboviral concerns;Australia
Moko disease;Jamaica
Undiagnosed skin disease;Senegal
Thread blight;India
E. coli O157;Canada
Streptococcus suis;China
Equine herpesvirus;USA
Poliomyelitis;Nil
Botulism;United Kingdom
Rabies;Slovakia
African swine fever;Ghana
Hepatitis A;Russia
Chronic wasting disease;USA
Dengue;Australia
Plague;Madagascar
Chytrid fungus;Netherlands
Hendra virus;Australia
Newcastle disease;Zimbabwe
Ebola;Nil
SARS;Nil
West Nile virus;USA
Bovine tuberculosis;USA
Leptospirosis;USA
Foot & mouth disease;Libya
Rift Valley fever;France, Zimbabwe
Pertussis;United Kingdom
Foot & mouth disease;South Africa
Newcastle disease;Mexico
Bluetongue;Nil
West Nile virus;France
Pertussis;USA
Japanese encephalitis;India
Avian influenza;India, Bangladesh
Dengue, DHF;Asia, Africa
Poliomyelitis;Iraq
Avian influenza;Nigeria
Avian influenza;USA
Lassa fever;Nigeria
Monkeypox;European Union
Eastern equine encephalitis;USA
Dengue;Tonga
Meningitis;Nigeria
Nil;Nil
Chronic wasting disease;USA
Newcastle disease;Greece
Anthrax;Tunisia
Lumpy skin disease;Europe
Avian influenza;USA
Scrub typhus;India
BSE;Nil
Avian influenza;China
Avian influenza;East Asia
West Nile virus;USA
Anthrax;Nil
Cholera;Indonesia
Cholera, diarrhea & dysentery;Netherlands, Togo
Nil;Morocco
Nil;Mexico
BSE;USA
Murine typhus;USA
Foodborne illness, norovirus;Japan
Anthrax;USA
Atypical myopathy;Czech Republic
Coxsackie B4;Nil
Ebola;Congo DR
Foot & mouth disease;Lebanon
Zika virus;French Polynesia, New Caledonia
Pertussis;New Zealand
Streptococcus, group A, scarlet fever;United Kingdom (England)
Avian influenza;Germany, Poland
Anthrax;Argentina
COVID-19;Nil
Viral hemorrhagic septicemia;United States (Ohio)
Japanese encephalitis;India (Jharkhand)
Avian influenza;Sweden
Crimean-Congo hemorrhagic fever;Pakistan (Punjab)
Brucellosis;China (Gansu)
Anthrax;Zambia (Western)
Avian influenza;Nil
Rift Valley fever;South Africa
Rabies;United States (Virginia)
Botulism;Viet Nam (Binh Dinh)
Avian influenza;Mexico (Jalisco)
Hepatitis A;United States (Michigan)
Campylobacteriosis;Bahrain
Alternaria blight;India (Himachal Pradesh)
COVID-19;China, South Korea
Cholera, diarrhea & dysentery;Nil
Foot & mouth disease;Bulgaria (Burgas)
Rabies;Indonesia (Bali)
Rabies;United Kingdom (Scotland)
Foot & mouth disease;Russia (Far East)
Nil;United States (North Carolina)
Hand, foot & mouth disease;India (Maharashtra)
Sarbecoronavirus;Russia
Cholera, diarrhea & dysentery;Cuba (Granma)
Brucellosis;Kyrgyzstan (Chuy)
Measles;New Zealand
Yellow fever;Venezuela (Apure)
Eastern equine encephalitis;United States (New Hampshire, South Carolina)
Cutaneous leishmaniasis;Iraq (Dahuk)
MERS-CoV;Saudi Arabia, United Arab Emirates
Relapsing fever;Sudan (south)
Echinococcosis;Russia (Bashkiria)
Cholera, diarrhea & dysentery;Nil
Viral meningitis;United States (Idaho)
Japanese encephalitis;India (Bihar)
Dengue fever;Costa Rica
Red tide;Guatemala (El Salvador)
Infectious hematopoietic necrosis;Canada (British Columbia)
Q fever;Netherlands (North Brabant, Gelderland)
Bovine spongiform encephalopathy;Nil
Histoplasmosis;Dominican Republic (Santo Domingo)
Camelpox;Pakistan (Sindh)
Herpesvirus;Germany (Berlin)
Ebola;Nil
Cholera;Venezuela
Anthrax;Australia (Victoria)
Meningococcal disease, W135;Nil 
Melioidosis;Australia 
Hepatitis A;USA 
West Nile virus;USA 
Hepatitis A;USA 
Vaping-related illness;USA 
Dengue, DHF;Asia, Africa 
Avian influenza;Russia 
Dengue, DHF;Venezuela 
Cyst nematodes, potato;India 
Chikungunya;Bhutan 
Tick-borne encephalitis;Russia 
West Nile virus, equines;France 
Lassa fever;Nigeria 
Lumpy skin disease;Russia 
Avian influenza, H5N6;Laos 
West Nile virus;USA 
Tar spot, maize;Cuba 
Bonamia exitiosa;Australia 
Anthrax, bison;Canada 
Bovine tuberculosis;United Kingdom 
Anaplasmosis;USA 
Leptospirosis;Trinidad & Tobago 
Foodborne illness;Philippines 
West Nile virus;USA 
Cholera;South Korea 
Cleft palates, bats;Australia 
COVID-19;Nil 
Ebola virus disease;Sierra Leone 
Antibiotic resistance;USA 
Meningoencephalitis, eosinophilic;China 
Tularemia, pneumonic;USA 
Hepatitis A;USA 
Poliomyelitis;China 
Rabies;Angola 
Avian influenza;Thailand 
Avian influenza, HPAI H5N8;India 
Tick-borne encephalitis;Russia 
Johne's disease, cervids;USA 
Avian influenza;Europe 
Anthrax;India 
Hantavirus;Chile 
Yellow fever;Brazil 
African swine fever;USA 
Alkhurma virus;Saudi Arabia 
African horse sickness;Senegal 
Banana wilt;Kenya 
Leishmaniasis;Europe 
Ichthyophthirius multifilis, fish;USA 
Avian influenza, H5N2;Japan
Measles;Australia
Rabbit hemorrhagic disease;Canada
Undiagnosed viral fever;India
Malaria;Cuba
Flavivirus encephalitis;Bolivia
Toxic spider Bite;Australia
Yellow fever;Democratic Republic of the Congo
Foot & mouth disease, bovine;Brazil
Respiratory illness;United States of America, Mexico
Avian influenza, human;Egypt, China
Japanese encephalitis & other;India
BSE, hidden 'infections'; Switzerland
Salmonellosis;France
Rabies, canine, human;Thailand
MERS-CoV;Jordan, Saudi Arabia
Bluetongue, domestic ruminants;Spain
Anthrax;Argentina
Foot rot;Australia
Israeli spotted fever;Israel
Plague, human;United States of America
Dengue/DHF;Sudan
Yellow fever;Tanzania
Ebola hemorrhagic fever;Uganda
African swine fever;Nil
Monkeypox;Nil
Citrus leprosis;Mexico
Cholera, diarrhea & dysentery;Nil
Red tide poisoning, human;Malaysia
Plant pests;Nil
West Nile virus;Germany
Porcine reprod. & resp. syndrome;Myanmar
Ebola hemorrhagic fever;Republic of the Congo
Plague;United States of America
Swine vesicular disease;Romania
Undiagnosed disease;Tanzania
Mildews, grapevine;France
Campylobacteriosis;United States of America
Newcastle disease virus;Australia
Rabies, coyote;United States of America
Avian influenza;France, Malaysia
Measles;Papua New Guinea
Alkhurma virus;Saudi Arabia
Hand, foot & mouth disease;China
Anthrax, laboratory exposure;United States of America
Avian influenza, human;Indonesia
West Nile virus, crow;United States of America
Anthrax;France
Meningitis, children;Russia
Hepatitis E;Spain
Hepatitis B;United States of America
Hepatitis A;Russia (Tver)
Equine viral arteritis;Argentina (Buenos Aires), Netherlands
Dengue, DHF;Nil
Avian influenza;Taiwan (Yunlin)
Swine fever, classical;Spain
COVID-19;Nil
Dengue;Philippines
Avian influenza;Poland, Russia (Krasnodar)
Meningitis, meningococcal;United Kingdom
Pneumonia;China (Guangdong)
Avian influenza;Netherlands, Norway, United Kingdom, Russia
Salmonellosis;USA
Human enterovirus 68;USA (Kansas City, MO)
BSE;United Kingdom
Avian influenza;Nil
Avian influenza;Pakistan (Punjab)
Hemorrhagic disease;USA
Poliomyelitis;Mexico
Ebola hemorrhagic fever;Congo Republic
Rabies;USA (Texas)
Hantavirus;Taiwan
Dengue, DHF;Nil
Myiasis;South Africa (North West)
Mumps;Canada (Ontario)
Strangles, equine;United Kingdom (England)
Norwalk-like virus;USA (Alaska)
Equine herpesvirus;USA (Maryland)
Bacillary dysentery;Burundi
Rhinotracheitis, bovine;Brazil (Mato Grosso do Sul)
Gastroenteritis;China (Inner Mongolia)
Legionellosis;USA (Michigan)
Hand, foot & mouth disease;Australia (Queensland)
Avian influenza;Indonesia, Thailand
Enterovirus;Taiwan
Avian influenza;Indonesia
Influenza A (H1N1);Viet Nam
Tularemia;Ukraine (Kharkiv)
Rift Valley fever;South Africa (Eastern Cape)
Swine fever, classical;Hungary, Bulgaria
Norovirus;Australia (Queensland)
Tomato yellow vein streak virus;Brazil
Brucellosis;Bulgaria (Kyustendil)
Blue-green algae;Australia (Victoria)
Avian influenza;China
Typhoid fever;El Salvador
MSX disease;Canada (Maritimes)
Avian influenza;China (Hunan)
Rift Valley fever;Mauritania
Influenza, canine;USA (Wyoming)
Poisoning, insecticide;Thailand
Rabies;United States of America
Avian influenza;Indonesia
West Nile Virus;Nil
Newcastle disease;United States of America
Monkeypox;Nigeria, Ghana
Norwalk-like virus;United Kingdom
Tularemia;United States of America
Poliomyelitis;Nil
Plague;United States of America
E. coli ETEC;South Korea
E. coli O157;Netherlands, Iceland
Avian influenza;Nil
Measles;Switzerland
Yellow sigatoka;India
Meningitis, meningococcal;Canada
Brucellosis;Netherlands
Glanders;India
Avian influenza;China
Influenza;Nil
Viral meningitis;France
Nil;Nil
Malaria;Malaysia
Cholera;China, Thailand
Mumps;United States of America
Rabies;United States of America
Tuberculosis;France
Equine encephalosis;South Africa
Eastern equine encephalitis;United States of America
Leptospirosis;United States of America
Wheat streak mosaic;Australia
Tuberculosis;Germany, Italy
Hantavirus;Chile
Anthrax;Zimbabwe
Influenza;Israel
Influenza;United Kingdom
Avian influenza;China
SARS;Nil
Foot & mouth disease;United Kingdom
Measles;Nil
Canine distemper;United States of America
Poliomyelitis;Indonesia
Nil;Siberia
Salmonellosis;Norway
MERS-CoV;Saudi Arabia, Qatar
Legionellosis;France
Rat bite fever;United States of America
Mumps;Canada, United States of America
Hantavirus;United States of America
Influenza A (H1N1);Nil
Babesiosis;India
Bovine spongiform encephalopathy;Sweden
Avian influenza;France
Staphylococcus aureus (MRSA);USA
Frog skin disease;Venezuela
Legionellosis;Spain
Influenza;Nil
Lumpy skin disease;Azerbaijan
Equine herpesvirus;USA
West Nile virus;USA
Nil;Nil
Crimean-Congo hemorrhagic fever;Uganda
Equine infectious anemia;USA
Pertussis;USA
Hand, foot & mouth disease;China
Rabies;USA
Avian influenza;Nil
Clostridium perfringens food intoxication;USA
Infectious salmon anemia;Norway
Panama disease TR4;Jordan
Anthrax;Canada
Paramyxovirus infection;United Kingdom
Rabies;Cote d'Ivoire
Newcastle disease;Latvia
Syphilis;USA
Ebola;Democratic Republic of the Congo
Avian influenza;Japan
Red tide advisory;Philippines
Diphtheria;Viet Nam
Dengue;Nil
Dengue;Nil
Bluetongue;Nil
Contaminated feed crops, fungus;India
Tomato yellow leaf curl virus;Cuba
Palm oil toxicity;United Kingdom
Creutzfeldt-Jakob disease;United Kingdom
Ebola;Democratic Republic of the Congo
COVID-19;Denmark
Lumpy skin disease;Cyprus
Measles;France, USA
Avian influenza;Zimbabwe
Yellow fever;Brazil
Rift Valley fever;South Sudan
COVID-19;Nil
Malaria;Dubai
Anthrax;Peru
Trypanosomiasis, African;Benin, Uganda, Rwanda
Ebola virus disease;West Africa
Avian influenza;Nil
Rabies;Bolivia
Shigellosis;South Asia
E. coli EHEC;USA
Avian influenza;China
Avian influenza;Cambodia
Legionellosis;Canada
Creutzfeldt-Jakob Disease;France
Nil;New Zealand
